station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,518609.6,6,0.004792,0.0422,184.8,4382,1.0,0.055651,0.055767,,
2,Station 1.1: Bottom cover,28921.2,0.0,518664.2,6,0.004792,0.0422,184.8,4382,1.0,0.055651,0.055761,,
3,Station 2: Drill station,85373.6,45.6,518733.6,2,0.00134,0.5789,4752.0,8209,1.0,0.164278,0.164595,,
4,Station 2.1: Drill station,5772.0,72.2,518317.4,2,0.009009,0.1488,82.6,555,1.0,0.011107,0.011138,,
5,Station 3: Robot cell,519293.2,95.0,519388.2,2,0.189714,254.6082,445564.4,1750,1.0,0.999238,1.0,,
6,Station 3.1: Robot cell,519119.2,135.0,519254.2,1,0.125428,229.6755,402850.8,1754,1.0,0.998903,1.0,,
7,Station 3.2: Robot cell,519112.0,181.6,519293.6,1,0.077537,206.6902,362534.6,1754,1.0,0.99889,1.0,,
8,Station 3.3: Robot cell,518933.2,185.4,519118.6,1,0.078107,193.7869,339902.2,1754,1.0,0.998545,1.0,,
9,Station 3.4: Robot cell,519130.8,232.0,519389.4,1,0.042237,175.7563,307925.0,1752,1.0,0.998926,0.999949,,
10,Station 4: Inspection,16146.9,377.6,519510.5,0,0.0,0.0225,173.2,7689,1.0,0.03107,0.031104,,
11,Station 4.1: Inspection,2257.5,1834.0,510264.5,0,0.0,0.0093,10.0,1075,1.0,0.004344,0.00444,,
12,Station 5: Top cover,372.6,64098.7,510400.1,0,0.0,0.0,0.0,81,1.0,0.000717,0.000835,,
13,Station 5.1: Top cover,39941.8,510.7,519646.1,1,0.00023,0.0897,779.2,8683,1.0,0.076857,0.076939,,
14,Station 6: Packaging,28.0,338687.5,510466.7,0,0.0,0.0,0.0,7,1.0,5.4e-05,0.000163,,
15,Station 6.1: Packaging,35028.0,554.3,519689.1,0,0.0,0.0025,22.2,8757,1.0,0.067402,0.067474,,
