station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30789.0,0.0,558669.0,6,0.004496,0.0567,264.6706,4671,0.991005,0.055017,0.055111,,
2,Station 1.1: Bottom cover,30531.6,0.0,558679.8,6,0.004535,0.0444,205.6,4631,0.993212,0.054557,0.05465,,
3,Station 2: Drill station,96299.261,45.6,558749.2,2,0.001175,2.2858,19460.9242,8514,0.985998,0.172077,0.172362,,
4,Station 2.1: Drill station,8247.2,72.2,558265.6,2,0.006297,0.272,216.0,794,0.95616,0.014737,0.014775,,
5,Station 3: Robot cell,559145.6,95.0,559407.4,4,0.749239,384.9635,758378.1594,1970,1.0,0.999138,0.999702,,
6,Station 3.1: Robot cell,557206.9779,135.0,559104.0,2,0.349354,259.185,501523.021,1935,0.98786,0.995674,0.996848,,
7,Station 3.2: Robot cell,556844.4387,181.6,559363.8,2,0.210635,221.2421,428545.8789,1937,0.988539,0.995026,0.995819,,
8,Station 3.3: Robot cell,555316.9502,185.4,559062.4,1,0.133299,169.8684,327506.307,1928,0.98598,0.992296,0.99363,,
9,Station 3.4: Robot cell,547384.0428,232.0,559313.0,1,0.033543,118.8021,226674.5005,1908,0.989777,0.978121,0.979078,,
10,Station 4: Inspection,21488.8463,377.6,559448.5,1,0.000503,0.9935,7904.9821,7957,0.991335,0.038398,0.038437,,
11,Station 4.1: Inspection,2814.9414,4095.6,559130.5,0,0.0,0.0105,14.0,1339,0.996628,0.00503,0.005072,,
12,Station 5: Top cover,1099.4,37898.7,557797.3,0,0.0,0.0226,5.4,239,0.987526,0.001965,0.002115,,
13,Station 5.1: Top cover,45319.1254,510.7,559585.1,1,0.001766,1.3064,11834.289,9059,0.993397,0.080981,0.081061,,
14,Station 6: Packaging,72.0,43305.3,557219.3,0,0.0,0.0,0.0,18,1.0,0.000129,0.00014,,
15,Station 6.1: Packaging,37142.3529,554.3,559628.1,0,0.0,0.0079,73.1187,9280,1.0,0.06637,0.066436,,
