station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,515934.7355,0.0,578342.3612,14,0.110397,17.497,81623.5905,4665,0.988505,0.889535,0.892092,,
2,Station 1.1: Bottom cover,516222.277,0.0,578268.3612,13,0.133961,19.33,90328.9168,4673,0.99345,0.890031,0.892704,,
3,Station 2: Drill station,566227.5345,151.2,578667.6612,7,0.507961,135.9932,444153.7097,3266,0.98649,0.976246,0.978758,,
4,Station 2.1: Drill station,559066.7405,191.2,578465.7612,8,0.254557,97.3616,304449.8049,3127,0.9577,0.9639,0.966784,,
5,Station 2.2: Drill station,525980.0,303.4,578601.7612,7,0.355577,95.185,290980.5828,3057,0.987686,0.906854,0.909531,,
6,Station 3: Robot cell,573295.2991,367.0,579101.6612,3,0.500987,292.5997,592807.0541,2026,0.987148,0.988432,0.990601,,
7,Station 3.1: Robot cell,568063.3717,447.0,579157.2612,3,0.169483,170.1502,342342.2967,2012,0.989929,0.979411,0.981602,,
8,Station 3.2: Robot cell,561168.2532,599.2,579220.0612,3,0.200508,184.4071,363281.9912,1970,0.984138,0.967523,0.969838,,
9,Station 3.3: Robot cell,542935.9267,603.8,579046.2612,4,0.128071,135.7282,259647.9578,1913,0.995048,0.936089,0.938617,,
10,Station 3.4: Robot cell,501119.0879,800.6,579006.0612,2,0.022465,107.0444,185829.1078,1736,0.97945,0.863991,0.86668,,
11,Station 4: Inspection,553807.4962,649.6,579485.6612,10,0.343599,93.1859,444776.233,4773,0.992028,0.954833,0.956761,,
12,Station 4.1: Inspection,530174.9417,966.4,579440.2612,14,0.409825,97.1586,444986.5016,4580,0.996398,0.914087,0.916506,,
13,Station 5: Top cover,519595.7131,1300.2,579693.8612,5,0.102318,47.2577,142718.3775,3020,0.988516,0.895847,0.898343,,
14,Station 5.1: Top cover,543837.4605,1015.8,579731.0612,5,0.153045,63.439,201038.3064,3169,0.988852,0.937643,0.939732,,
15,Station 5.2: Top cover,558720.0023,878.2,579771.4612,7,0.36135,108.3697,353285.3311,3260,0.988717,0.963302,0.965152,,
16,Station 6: Packaging,521618.4889,1448.8,579962.8612,12,0.068142,47.3051,215900.4355,4564,0.995302,0.899335,0.901652,,
17,Station 6.1: Packaging,542863.293,1092.0,580004.8612,4,0.068605,43.0729,205931.7319,4781,1.0,0.935963,0.937729,,
