disruption_type,station_id,start_time,end_time,efficiency_percentage,order_id,due_date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
Bottom Cover Misaligned,1.1,3222,5047,0,,,,,,,,,
emergency_order,,3544,,,351,16081,5,FUSE0,5,FUSE1,6,FUSE2,5
emergency_order,,7644,,,352,17876,5,FUSE0,7,FUSE1,6,FUSE2,5
PLC Failure,5,30360,33271,0,,,,,,,,,
emergency_order,,30820,,,360,37930,5,FUSE0,6,FUSE1,5,FUSE2,8
emergency_order,,60288,,,364,65662,5,FUSE0,5,FUSE1,5,FUSE2,7
efficiency_loss,4.1,86348,87104,73,,,,,,,,,
emergency_order,,102716,,,353,109917,5,FUSE0,8,FUSE1,7,FUSE2,8
emergency_order,,106897,,,368,112860,5,FUSE0,5,FUSE1,5,FUSE2,6
emergency_order,,108726,,,356,114786,5,FUSE0,7,FUSE1,6,FUSE2,4
Drill To Dull,2.1,109341,116770,0,,,,,,,,,
emergency_order,,117083,,,354,126670,5,FUSE0,5,FUSE1,4,FUSE2,5
emergency_order,,118382,,,357,128675,5,FUSE0,6,FUSE1,5,FUSE2,6
efficiency_loss,2,122277,122849,46,,,,,,,,,
efficiency_loss,4,128468,129249,86,,,,,,,,,
efficiency_loss,2.1,132863,133505,34,,,,,,,,,
efficiency_loss,6.1,147330,147726,73,,,,,,,,,
emergency_order,,152548,,,363,163072,5,FUSE0,7,FUSE1,7,FUSE2,6
efficiency_loss,4.1,158528,159160,12,,,,,,,,,
emergency_order,,173287,,,365,181469,5,FUSE0,6,FUSE1,7,FUSE2,5
PLC Failure,5.1,178228,181065,0,,,,,,,,,
emergency_order,,190086,,,361,195877,5,FUSE0,4,FUSE1,5,FUSE2,5
emergency_order,,208641,,,370,215571,5,FUSE0,6,FUSE1,6,FUSE2,8
PLC Failure,4,210594,213335,0,,,,,,,,,
inspection_failure,6,212883,,,,,,,,,,,
Misaligned Material,3.2,237518,246718,0,,,,,,,,,
efficiency_loss,5,238246,239475,80,,,,,,,,,
Top Cover Misaligned,5.2,244400,246147,0,,,,,,,,,
efficiency_loss,1.1,247608,248541,17,,,,,,,,,
Top Cover Stuck,5,248394,250375,0,,,,,,,,,
Top Cover Misaligned,5.1,249285,251048,0,,,,,,,,,
PLC Failure,3.3,262304,265176,0,,,,,,,,,
Drill Broke,2.1,262509,276870,0,,,,,,,,,
emergency_order,,267238,,,373,273200,5,FUSE0,4,FUSE1,4,FUSE2,7
Bottom Cover Stuck,1.1,276179,278153,0,,,,,,,,,
efficiency_loss,5.2,283373,284731,26,,,,,,,,,
Camera Dirty,4,283606,285489,0,,,,,,,,,
emergency_order,,288826,,,359,297736,5,FUSE0,6,FUSE1,4,FUSE2,6
PLC Failure,6,316296,319021,0,,,,,,,,,
emergency_order,,318478,,,366,326438,5,FUSE0,5,FUSE1,6,FUSE2,7
Top Cover Stuck,5.2,319899,321909,0,,,,,,,,,
Misaligned Material,3.1,326220,332061,0,,,,,,,,,
inspection_failure,4,347290,,,,,,,,,,,
Misaligned Material,3,349717,357171,0,,,,,,,,,
Misaligned Material,3.4,349980,354304,0,,,,,,,,,
Bottom Cover Stuck,1,351754,353776,0,,,,,,,,,
emergency_order,,352633,,,371,358467,5,FUSE0,5,FUSE1,5,FUSE2,4
emergency_order,,352671,,,369,358724,5,FUSE0,4,FUSE1,5,FUSE2,6
emergency_order,,355844,,,355,366417,5,FUSE0,6,FUSE1,5,FUSE2,8
emergency_order,,361848,,,372,367305,5,FUSE0,4,FUSE1,5,FUSE2,6
inspection_failure,6.1,364511,,,,,,,,,,,
emergency_order,,375550,,,362,386690,5,FUSE0,5,FUSE1,5,FUSE2,5
Top Cover Misaligned,5,378840,380609,0,,,,,,,,,
efficiency_loss,5.2,384332,385953,37,,,,,,,,,
emergency_order,,387924,,,367,394606,5,FUSE0,4,FUSE1,5,FUSE2,6
efficiency_loss,4,397498,398068,73,,,,,,,,,
emergency_order,,430578,,,358,436242,5,FUSE0,6,FUSE1,6,FUSE2,4
Top Cover Stuck,5.1,437030,438896,0,,,,,,,,,
Camera Dirty,4.1,441078,443167,0,,,,,,,,,
Drill To Dull,2,443615,451451,0,,,,,,,,,
efficiency_loss,5.1,446624,447769,16,,,,,,,,,
efficiency_loss,5,461930,463273,24,,,,,,,,,
efficiency_loss,6,472592,472957,63,,,,,,,,,
PLC Failure,5.2,502073,504860,0,,,,,,,,,
Drill To Dull,2.2,503413,510555,0,,,,,,,,,
PLC Failure,1,504274,507286,0,,,,,,,,,
inspection_failure,4.1,513277,,,,,,,,,,,
Cover Wrong Orientation,3.4,524564,532159,0,,,,,,,,,
PLC Failure,2.1,550069,552813,0,,,,,,,,,
Bottom Cover Misaligned,1,568692,570325,0,,,,,,,,,
