order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
1,175066,2,FUSE0,9,FUSE1,9,FUSE2,10
2,126958,2,FUSE0,9,FUSE1,9,FUSE2,10
3,261050,1,FUSE0,8,FUSE1,8,FUSE2,9
4,15964,1,FUSE0,8,FUSE1,8,FUSE2,9
5,519678,2,FUSE0,8,FUSE1,8,FUSE2,9
6,144231,1,FUSE0,7,FUSE1,7,FUSE2,8
7,99292,1,FUSE0,9,FUSE1,9,FUSE2,9
8,505477,5,FUSE0,8,FUSE1,9,FUSE2,9
9,117605,1,FUSE0,8,FUSE1,8,FUSE2,7
10,530923,1,FUSE0,7,FUSE1,7,FUSE2,7
11,404556,5,FUSE0,8,FUSE1,8,FUSE2,8
12,125040,2,FUSE0,8,FUSE1,8,FUSE2,9
13,16584,1,FUSE0,9,FUSE1,8,FUSE2,9
14,174616,1,FUSE0,8,FUSE1,8,FUSE2,8
15,419992,3,FUSE0,9,FUSE1,9,FUSE2,8
16,446663,1,FUSE0,8,FUSE1,7,FUSE2,8
17,121109,1,FUSE0,7,FUSE1,7,FUSE2,8
18,198074,1,FUSE0,9,FUSE1,9,FUSE2,10
19,337089,1,FUSE0,9,FUSE1,10,FUSE2,10
20,263834,1,FUSE0,8,FUSE1,8,FUSE2,8
21,511743,4,FUSE0,7,FUSE1,7,FUSE2,7
22,31754,1,FUSE0,7,FUSE1,7,FUSE2,8
23,374083,1,FUSE0,7,FUSE1,8,FUSE2,8
24,216540,2,FUSE0,7,FUSE1,7,FUSE2,8
25,526396,1,FUSE0,7,FUSE1,7,FUSE2,7
26,128870,2,FUSE0,8,FUSE1,8,FUSE2,8
27,43643,1,FUSE0,7,FUSE1,7,FUSE2,6
28,280331,1,FUSE0,10,FUSE1,10,FUSE2,10
29,463534,1,FUSE0,8,FUSE1,8,FUSE2,8
30,38463,1,FUSE0,9,FUSE1,9,FUSE2,10
31,421331,1,FUSE0,9,FUSE1,9,FUSE2,8
32,64373,1,FUSE0,8,FUSE1,8,FUSE2,8
33,40552,1,FUSE0,9,FUSE1,9,FUSE2,9
34,60988,1,FUSE0,8,FUSE1,8,FUSE2,7
35,274397,1,FUSE0,8,FUSE1,8,FUSE2,7
36,542271,1,FUSE0,9,FUSE1,9,FUSE2,9
37,21987,1,FUSE0,8,FUSE1,8,FUSE2,9
38,57209,1,FUSE0,9,FUSE1,8,FUSE2,9
39,192403,1,FUSE0,9,FUSE1,9,FUSE2,8
40,223299,1,FUSE0,8,FUSE1,9,FUSE2,9
41,526389,4,FUSE0,9,FUSE1,9,FUSE2,10
42,238444,1,FUSE0,8,FUSE1,8,FUSE2,7
43,48971,1,FUSE0,9,FUSE1,9,FUSE2,9
44,336737,1,FUSE0,7,FUSE1,7,FUSE2,8
45,45313,1,FUSE0,6,FUSE1,6,FUSE2,6
46,24803,4,FUSE0,8,FUSE1,8,FUSE2,8
47,231913,1,FUSE0,9,FUSE1,9,FUSE2,9
48,200507,1,FUSE0,8,FUSE1,9,FUSE2,9
49,247442,1,FUSE0,8,FUSE1,8,FUSE2,8
50,445288,1,FUSE0,8,FUSE1,8,FUSE2,9
51,229449,1,FUSE0,9,FUSE1,9,FUSE2,9
52,364243,1,FUSE0,7,FUSE1,7,FUSE2,8
53,103868,1,FUSE0,9,FUSE1,9,FUSE2,9
54,314153,1,FUSE0,8,FUSE1,8,FUSE2,7
55,45301,2,FUSE0,8,FUSE1,8,FUSE2,9
56,477638,2,FUSE0,8,FUSE1,8,FUSE2,9
57,103470,2,FUSE0,7,FUSE1,7,FUSE2,7
58,573915,3,FUSE0,8,FUSE1,9,FUSE2,9
59,320284,1,FUSE0,8,FUSE1,8,FUSE2,8
60,173870,1,FUSE0,8,FUSE1,8,FUSE2,9
61,187166,1,FUSE0,9,FUSE1,10,FUSE2,10
62,234162,1,FUSE0,8,FUSE1,8,FUSE2,7
63,169516,2,FUSE0,8,FUSE1,8,FUSE2,9
64,455142,1,FUSE0,8,FUSE1,8,FUSE2,9
65,72578,2,FUSE0,7,FUSE1,7,FUSE2,8
66,522466,1,FUSE0,9,FUSE1,9,FUSE2,10
67,281875,1,FUSE0,7,FUSE1,7,FUSE2,7
68,322233,1,FUSE0,9,FUSE1,9,FUSE2,10
69,216523,1,FUSE0,10,FUSE1,10,FUSE2,9
70,433014,1,FUSE0,7,FUSE1,8,FUSE2,8
71,453252,1,FUSE0,8,FUSE1,8,FUSE2,8
72,397940,2,FUSE0,8,FUSE1,8,FUSE2,9
73,536706,5,FUSE0,7,FUSE1,7,FUSE2,8
74,457855,1,FUSE0,8,FUSE1,8,FUSE2,9
75,324397,2,FUSE0,9,FUSE1,9,FUSE2,9
76,147309,2,FUSE0,9,FUSE1,9,FUSE2,9
77,486061,1,FUSE0,8,FUSE1,8,FUSE2,9
78,378579,1,FUSE0,8,FUSE1,8,FUSE2,7
79,537960,3,FUSE0,9,FUSE1,9,FUSE2,10
80,537605,1,FUSE0,7,FUSE1,7,FUSE2,6
81,497518,1,FUSE0,10,FUSE1,10,FUSE2,9
82,248130,4,FUSE0,10,FUSE1,10,FUSE2,9
83,470758,1,FUSE0,9,FUSE1,9,FUSE2,10
84,271829,1,FUSE0,7,FUSE1,7,FUSE2,7
85,504605,1,FUSE0,8,FUSE1,9,FUSE2,9
86,374007,1,FUSE0,8,FUSE1,8,FUSE2,9
87,550949,1,FUSE0,8,FUSE1,8,FUSE2,7
88,498458,3,FUSE0,8,FUSE1,8,FUSE2,9
89,136858,1,FUSE0,9,FUSE1,9,FUSE2,9
90,187249,4,FUSE0,8,FUSE1,8,FUSE2,9
91,111291,1,FUSE0,9,FUSE1,9,FUSE2,8
92,305432,1,FUSE0,7,FUSE1,7,FUSE2,6
93,330392,1,FUSE0,7,FUSE1,6,FUSE2,7
94,492632,2,FUSE0,9,FUSE1,9,FUSE2,10
95,196662,1,FUSE0,7,FUSE1,7,FUSE2,9
96,459140,1,FUSE0,9,FUSE1,9,FUSE2,9
97,20249,1,FUSE0,9,FUSE1,9,FUSE2,8
98,498238,1,FUSE0,9,FUSE1,8,FUSE2,9
99,308753,1,FUSE0,6,FUSE1,6,FUSE2,7
100,245090,5,FUSE0,10,FUSE1,9,FUSE2,10
101,187070,1,FUSE0,7,FUSE1,7,FUSE2,7
102,289824,1,FUSE0,8,FUSE1,8,FUSE2,9
103,21403,1,FUSE0,8,FUSE1,8,FUSE2,9
104,302833,4,FUSE0,10,FUSE1,10,FUSE2,10
105,401813,1,FUSE0,8,FUSE1,8,FUSE2,9
106,410031,1,FUSE0,9,FUSE1,9,FUSE2,9
107,338154,1,FUSE0,8,FUSE1,8,FUSE2,8
108,421403,1,FUSE0,8,FUSE1,8,FUSE2,7
109,358805,1,FUSE0,8,FUSE1,8,FUSE2,8
110,480456,5,FUSE0,8,FUSE1,8,FUSE2,9
111,285010,1,FUSE0,9,FUSE1,9,FUSE2,8
112,118600,2,FUSE0,7,FUSE1,7,FUSE2,9
113,376299,1,FUSE0,8,FUSE1,8,FUSE2,8
114,253975,2,FUSE0,8,FUSE1,8,FUSE2,8
115,250451,1,FUSE0,9,FUSE1,9,FUSE2,8
116,92479,1,FUSE0,8,FUSE1,8,FUSE2,8
117,558415,1,FUSE0,7,FUSE1,7,FUSE2,8
118,419936,1,FUSE0,9,FUSE1,9,FUSE2,10
119,561357,5,FUSE0,9,FUSE1,9,FUSE2,9
120,480112,1,FUSE0,8,FUSE1,7,FUSE2,8
121,477771,1,FUSE0,9,FUSE1,9,FUSE2,8
122,497087,2,FUSE0,9,FUSE1,9,FUSE2,10
123,333708,2,FUSE0,9,FUSE1,8,FUSE2,9
124,48411,1,FUSE0,7,FUSE1,7,FUSE2,8
125,254748,2,FUSE0,8,FUSE1,8,FUSE2,7
126,40978,3,FUSE0,8,FUSE1,8,FUSE2,9
127,169532,2,FUSE0,8,FUSE1,8,FUSE2,9
128,40146,1,FUSE0,8,FUSE1,8,FUSE2,10
129,391381,2,FUSE0,9,FUSE1,9,FUSE2,10
130,113704,1,FUSE0,8,FUSE1,8,FUSE2,7
131,324178,4,FUSE0,9,FUSE1,9,FUSE2,8
132,546394,1,FUSE0,9,FUSE1,9,FUSE2,10
133,29185,1,FUSE0,9,FUSE1,9,FUSE2,10
134,186264,2,FUSE0,9,FUSE1,9,FUSE2,9
135,211353,3,FUSE0,6,FUSE1,7,FUSE2,7
136,280633,3,FUSE0,8,FUSE1,8,FUSE2,9
137,544939,1,FUSE0,9,FUSE1,9,FUSE2,8
138,11359,3,FUSE0,8,FUSE1,8,FUSE2,9
139,346004,4,FUSE0,10,FUSE1,10,FUSE2,9
140,23033,1,FUSE0,8,FUSE1,8,FUSE2,9
141,517846,2,FUSE0,10,FUSE1,10,FUSE2,9
142,17627,1,FUSE0,7,FUSE1,7,FUSE2,8
143,16856,2,FUSE0,8,FUSE1,8,FUSE2,7
144,224442,2,FUSE0,7,FUSE1,7,FUSE2,8
145,295100,1,FUSE0,9,FUSE1,9,FUSE2,10
146,493038,1,FUSE0,8,FUSE1,8,FUSE2,8
147,389423,1,FUSE0,8,FUSE1,8,FUSE2,7
148,473824,1,FUSE0,9,FUSE1,9,FUSE2,10
149,511482,1,FUSE0,9,FUSE1,9,FUSE2,8
150,334292,1,FUSE0,9,FUSE1,9,FUSE2,9
151,495728,3,FUSE0,8,FUSE1,8,FUSE2,9
152,571064,2,FUSE0,7,FUSE1,8,FUSE2,8
153,365382,5,FUSE0,8,FUSE1,9,FUSE2,8
154,431737,1,FUSE0,9,FUSE1,9,FUSE2,9
155,482470,1,FUSE0,9,FUSE1,9,FUSE2,8
156,520077,2,FUSE0,9,FUSE1,9,FUSE2,10
157,334870,1,FUSE0,7,FUSE1,7,FUSE2,8
158,285352,1,FUSE0,9,FUSE1,9,FUSE2,10
159,252848,4,FUSE0,9,FUSE1,9,FUSE2,9
160,418014,3,FUSE0,10,FUSE1,10,FUSE2,9
