station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,4382.4,0.0,78209.4,6,0.031627,0.2783,184.8,664,1.0,0.055341,0.056034,,
2,Station 1.1: Bottom cover,4375.8,0.0,78141.6,6,0.031674,0.2787,184.8,663,1.0,0.055257,0.055998,,
3,Station 2: Drill station,12625.6,45.6,78258.8,2,0.005766,0.7214,875.8,1214,1.0,0.159436,0.161425,,
4,Station 2.1: Drill station,1175.2,72.2,77770.2,2,0.044248,0.7168,81.0,113,1.0,0.01484,0.015125,,
5,Station 3: Robot cell,78838.4,95.0,78933.4,2,0.2397,258.7303,69081.0,267,1.0,0.995569,1.0,,
6,Station 3.1: Robot cell,78476.4,135.0,78611.4,1,0.172932,233.3113,62060.8,266,1.0,0.990998,1.0,,
7,Station 3.2: Robot cell,78748.0,181.6,78929.6,1,0.044776,192.5978,51616.2,268,1.0,0.994427,1.0,,
8,Station 3.3: Robot cell,78560.0,185.4,78745.4,1,0.087452,190.4791,50096.0,263,1.0,0.992053,1.0,,
9,Station 3.4: Robot cell,78553.6,232.0,78785.6,1,0.059701,186.6619,50025.4,268,1.0,0.991972,1.0,,
10,Station 4: Inspection,2282.7,377.6,79010.7,0,0.0,0.0388,42.2,1087,1.0,0.028826,0.02903,,
11,Station 4.1: Inspection,504.0,4682.4,78994.5,0,0.0,0.0529,12.7,240,1.0,0.006364,0.006782,,
12,Station 5: Top cover,92.0,25409.9,73810.5,0,0.0,0.0,0.0,20,1.0,0.001162,0.001901,,
13,Station 5.1: Top cover,6012.2,510.7,79146.3,1,0.004591,0.2492,325.7,1307,1.0,0.075922,0.076456,,
14,Station 6: Packaging,0.0,,,0,0.0,0.0,0.0,0,1.0,0.0,0.0,,
15,Station 6.1: Packaging,5308.0,554.3,79189.3,0,0.0,0.0,0.0,1327,1.0,0.067029,0.067502,,
