station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28947.6,0.0,519246.2,6,0.004788,0.0427,187.4,4386,1.0,0.055617,0.055749,,
2,Station 1.1: Bottom cover,28894.8,0.0,519261.0,6,0.004796,0.043,188.4,4379,1.0,0.055515,0.055646,,
3,Station 2: Drill station,84635.2,45.6,519330.4,2,0.001106,0.6896,5612.4,8139,1.0,0.162609,0.162984,,
4,Station 2.1: Drill station,6510.4,72.2,518966.0,2,0.007987,0.1294,81.0,626,1.0,0.012508,0.012547,,
5,Station 3: Robot cell,520098.0,95.0,520264.2,2,0.363842,292.2655,517310.0,1770,1.0,0.999259,0.999863,,
6,Station 3.1: Robot cell,519753.6,135.0,519982.6,1,0.253664,242.2312,429718.2,1774,1.0,0.998597,0.999819,,
7,Station 3.2: Robot cell,519377.2,181.6,519703.0,2,0.483579,283.1382,500022.0,1766,1.0,0.997874,0.999722,,
8,Station 3.3: Robot cell,518956.0,185.4,519856.6,1,0.033428,137.7054,243050.0,1765,1.0,0.997064,0.998624,,
9,Station 3.4: Robot cell,516203.2,232.0,519905.0,1,0.007982,112.4692,197270.9,1754,1.0,0.991776,0.993323,,
10,Station 4: Inspection,15735.3,377.6,520305.3,1,0.0004,0.0305,228.4,7493,1.0,0.030232,0.030264,,
11,Station 4.1: Inspection,2669.1,4682.4,519987.3,0,0.0,0.0094,12.0,1271,1.0,0.005128,0.00518,,
12,Station 5: Top cover,814.2,25409.9,518574.1,0,0.0,0.0,0.0,177,1.0,0.001564,0.001651,,
13,Station 5.1: Top cover,39500.2,510.7,520440.9,1,0.003376,0.1529,1313.6,8590,1.0,0.075891,0.075972,,
14,Station 6: Packaging,28.0,156572.3,518639.7,0,0.0,0.0,0.0,7,1.0,5.4e-05,7.7e-05,,
15,Station 6.1: Packaging,35028.0,554.3,520483.9,0,0.0,0.0028,24.2,8759,1.0,0.067299,0.067371,,
