station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,527668.8067,0.0,581181.3239,14,0.160152,25.6702,121497.1288,4733,0.988118,0.905146,0.907925,,
2,Station 1.1: Bottom cover,527355.6081,0.0,581209.057,13,0.192049,27.0165,128436.6011,4754,0.993336,0.904608,0.907342,,
3,Station 2: Drill station,569156.2159,151.2,581370.357,6,0.179009,81.7937,267301.8305,3268,0.984409,0.976312,0.979245,,
4,Station 2.1: Drill station,566456.8878,191.2,581506.357,7,0.348745,110.4989,360889.5128,3266,0.989723,0.971681,0.97444,,
5,Station 2.2: Drill station,532180.0446,303.4,581465.557,6,0.149229,61.444,187342.8645,3049,0.987395,0.912884,0.915717,,
6,Station 3: Robot cell,576481.8227,367.0,581899.9239,3,0.211806,205.9166,415127.9092,2016,0.984184,0.988878,0.991314,,
7,Station 3.1: Robot cell,571328.2758,447.0,582052.357,2,0.145781,163.3776,327245.3233,2003,0.987442,0.980038,0.98233,,
8,Station 3.2: Robot cell,564750.0,599.2,581839.6239,3,0.1636,157.3333,316397.2891,2011,1.0,0.968753,0.971629,,
9,Station 3.3: Robot cell,546430.4,603.8,581926.957,2,0.072718,112.6286,218386.8999,1939,1.0,0.937329,0.939977,,
10,Station 3.4: Robot cell,513150.7241,800.6,582108.157,2,0.036111,98.6652,177597.4479,1800,0.99473,0.880242,0.882753,,
11,Station 4: Inspection,560582.7049,649.6,582359.557,14,0.609585,123.698,598821.9249,4841,0.996746,0.961605,0.963681,,
12,Station 4.1: Inspection,540867.7679,966.4,582173.8239,7,0.26793,82.887,384844.1132,4643,0.992332,0.927787,0.930593,,
13,Station 5: Top cover,526603.4816,2255.0,582450.157,3,0.085733,44.5493,136142.7794,3056,0.984665,0.903318,0.907632,,
14,Station 5.1: Top cover,553262.3359,1015.8,582771.857,5,0.170882,67.5139,218879.9753,3242,0.993571,0.949048,0.951021,,
15,Station 5.2: Top cover,565588.5863,878.2,582694.657,5,0.443666,134.1294,440481.0846,3284,0.988269,0.970192,0.972108,,
16,Station 6: Packaging,533310.2104,1448.8,582797.0239,14,0.100939,44.6057,209022.145,4686,1.0,0.914823,0.917368,,
17,Station 6.1: Packaging,548123.1251,1092.0,582965.657,6,0.049854,43.2922,207542.6516,4794,0.995166,0.940232,0.941997,,
