station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,518954.1,14,0.027613,3.6259,15888.5,4382,1.0,0.944219,0.947406,,
2,Station 1.1: Bottom cover,491660.4,0.0,519032.9,13,0.023505,3.1396,13757.8,4382,1.0,0.944219,0.947262,,
3,Station 2: Drill station,516786.4,151.2,519179.5,1,0.000342,26.5195,77516.4,2923,1.0,0.992473,0.995681,,
4,Station 2.1: Drill station,516609.6,191.2,519288.7,0,0.0,25.3887,74185.8,2922,1.0,0.992133,0.995207,,
5,Station 2.2: Drill station,516079.2,303.4,519242.7,0,0.0,24.7554,72260.9,2919,1.0,0.991115,0.994489,,
6,Station 3: Robot cell,519509.6,367.0,519935.2,1,0.208785,245.9334,431121.2,1753,1.0,0.997703,0.999887,,
7,Station 3.1: Robot cell,519287.2,447.0,519805.0,1,0.141553,225.6645,395364.2,1752,1.0,0.997276,0.999864,,
8,Station 3.2: Robot cell,519014.0,599.2,519656.4,1,0.06225,199.9057,350034.8,1751,1.0,0.996751,0.999917,,
9,Station 3.3: Robot cell,518975.2,603.8,519807.3,1,0.030752,180.0248,316123.5,1756,1.0,0.996676,0.99956,,
10,Station 3.4: Robot cell,518802.4,800.6,519933.6,1,0.022831,163.7112,286822.1,1752,1.0,0.996345,0.999363,,
11,Station 4: Inspection,515911.2,649.6,520185.0,2,0.324367,94.4571,414383.2,4387,1.0,0.990792,0.993024,,
12,Station 4.1: Inspection,514735.2,966.4,520119.2,2,0.258853,84.8957,371588.3,4377,1.0,0.988534,0.991491,,
13,Station 5: Top cover,509542.0,1300.2,520510.8,0,0.0,7.9923,23297.5,2915,1.0,0.97856,0.981378,,
14,Station 5.1: Top cover,510590.8,1015.8,520373.2,0,0.0,8.2465,24088.1,2921,1.0,0.980574,0.98312,,
15,Station 5.2: Top cover,511814.4,878.2,520410.4,0,0.0,9.1736,26860.2,2928,1.0,0.982924,0.985145,,
16,Station 6: Packaging,507964.0,1448.8,520663.8,0,0.0,36.8803,161498.8,4379,1.0,0.97553,0.978331,,
17,Station 6.1: Packaging,508660.0,1092.0,520705.8,0,0.0,36.9262,161921.6,4385,1.0,0.976866,0.978919,,
