order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,planned_day
317,9694,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1
246,10198,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1
326,10248,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1
188,10315,1,FUSE0,9,FUSE1,10,FUSE2,10,1,1
300,11396,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1
266,12545,1,FUSE0,9,FUSE1,9,FUSE2,9,1,1
16,13067,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1
146,14825,1,FUSE0,9,FUSE1,9,FUSE2,10,1,1
308,19301,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1
94,20416,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1
10,22314,3,FUSE0,7,FUSE1,8,FUSE2,8,1,1
185,22376,3,FUSE0,7,FUSE1,7,FUSE2,8,1,1
69,24355,5,FUSE0,9,FUSE1,9,FUSE2,9,1,1
172,25595,3,FUSE0,8,FUSE1,8,FUSE2,8,1,1
277,25870,1,FUSE0,7,FUSE1,7,FUSE2,7,1,1
224,27575,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1
271,33397,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1
209,34688,5,FUSE0,8,FUSE1,8,FUSE2,9,1,1
339,35058,2,FUSE0,8,FUSE1,8,FUSE2,9,1,2
49,35094,1,FUSE0,8,FUSE1,8,FUSE2,10,1,2
181,36951,1,FUSE0,7,FUSE1,7,FUSE2,8,1,2
86,38325,1,FUSE0,8,FUSE1,8,FUSE2,9,1,2
325,40005,1,FUSE0,8,FUSE1,8,FUSE2,8,1,2
11,41495,1,FUSE0,9,FUSE1,9,FUSE2,9,1,2
82,42452,1,FUSE0,9,FUSE1,9,FUSE2,9,1,2
235,43414,1,FUSE0,8,FUSE1,8,FUSE2,8,1,2
349,48679,1,FUSE0,9,FUSE1,9,FUSE2,9,1,2
280,48720,1,FUSE0,9,FUSE1,9,FUSE2,9,1,2
289,52880,2,FUSE0,7,FUSE1,7,FUSE2,6,1,2
5,54444,2,FUSE0,8,FUSE1,8,FUSE2,7,1,2
102,57639,1,FUSE0,9,FUSE1,9,FUSE2,11,1,2
78,58770,1,FUSE0,8,FUSE1,9,FUSE2,9,1,2
272,59285,4,FUSE0,7,FUSE1,7,FUSE2,7,1,2
7,59418,1,FUSE0,9,FUSE1,9,FUSE2,10,1,2
151,59976,1,FUSE0,8,FUSE1,8,FUSE2,7,1,2
28,61592,1,FUSE0,6,FUSE1,6,FUSE2,8,1,2
328,62059,1,FUSE0,7,FUSE1,7,FUSE2,8,1,3
