order_id,due date,start_time,finish_time,through_put_time,lateness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,226121,175215.6,179899.3,4683.6999999999825,-46221.70000000001,3,FUSE0,10,FUSE1,10,FUSE2,11,2,2,7,7
2,38362,28243.2,32721.3,4478.0999999999985,-5640.700000000001,2,FUSE0,9,FUSE1,9,FUSE2,9,1,1,2,2
3,160988,125042.4,129428.1,4385.700000000012,-31559.899999999994,1,FUSE0,8,FUSE1,8,FUSE2,9,1,1,5,5
4,527034,471950.0,476357.5,4407.5,-50676.5,1,FUSE0,9,FUSE1,9,FUSE2,9,4,4,19,17
5,382999,325624.2,329993.9,4369.700000000012,-53005.09999999998,4,FUSE0,9,FUSE1,8,FUSE2,9,3,3,13,12
6,126704,92960.4,97420.3,4459.900000000009,-29283.699999999997,2,FUSE0,9,FUSE1,9,FUSE2,10,1,1,4,4
7,509862,447969.4,452016.5,4047.0999999999767,-57845.5,1,FUSE0,7,FUSE1,7,FUSE2,8,4,4,18,16
8,400484,347745.4,351878.1,4132.699999999953,-48605.90000000002,1,FUSE0,8,FUSE1,8,FUSE2,7,3,3,14,13
9,25485,12030.0,16385.9,4355.9000000000015,-9099.099999999999,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1,1,1
10,254427,193547.2,198125.9,4578.6999999999825,-56301.100000000006,1,FUSE0,10,FUSE1,9,FUSE2,10,2,2,8,7
11,303521,241327.6,245490.1,4162.5,-58030.899999999994,1,FUSE0,7,FUSE1,7,FUSE2,8,2,2,10,9
12,153164,115712.4,119910.5,4198.100000000006,-33253.5,1,FUSE0,8,FUSE1,7,FUSE2,8,1,1,5,5
13,65576,44193.6,48511.1,4317.5,-17064.9,4,FUSE0,9,FUSE1,9,FUSE2,8,1,1,2,2
14,165233,129692.4,133947.9,4255.5,-31285.100000000006,3,FUSE0,8,FUSE1,8,FUSE2,8,2,1,6,5
15,360467,303317.2,307971.7,4654.5,-52495.29999999999,1,FUSE0,10,FUSE1,10,FUSE2,10,3,3,12,11
