station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,35566.2908,0.0,603181.6215,10,0.035906,8.6467,40215.714,4651,0.988321,0.058828,0.058964,,
2,Station 1.1: Bottom cover,32313.3152,0.0,603267.2215,10,0.016369,2.6796,12441.336,4643,0.993913,0.053447,0.053564,,
3,Station 2: Drill station,97148.6427,45.6,603336.6215,13,0.032718,13.3509,115071.3772,8619,0.987611,0.160687,0.161031,,
4,Station 2.1: Drill station,13199.1071,72.2,602284.6215,2,0.008837,24.6196,16716.7038,679,0.988822,0.021832,0.021918,,
5,Station 3: Robot cell,558644.7551,95.0,603764.4215,10,0.327479,268.959,520704.5814,1936,0.989164,0.924017,0.925415,,
6,Station 3.1: Robot cell,564966.9033,135.0,604343.0729,12,0.616658,395.2424,764003.4681,1933,0.977143,0.934474,0.935054,,
7,Station 3.2: Robot cell,549356.8,181.6,603613.2215,2,0.346992,226.0182,435763.0068,1928,1.0,0.908654,0.910388,,
8,Station 3.3: Robot cell,554731.0074,185.4,603685.6215,12,0.238642,221.8997,424937.8696,1915,0.987542,0.917544,0.919189,,
9,Station 3.4: Robot cell,554933.6977,232.0,603825.6215,13,0.367708,264.0691,507012.6494,1920,0.986755,0.917879,0.919383,,
10,Station 4: Inspection,21869.9559,377.6,604404.1729,14,0.01341,5.847,47524.6441,8128,0.992033,0.036174,0.036207,,
11,Station 4.1: Inspection,3194.1325,1834.0,603825.5215,1,0.000858,1.1458,1334.886,1165,0.997127,0.005283,0.005306,,
12,Station 5: Top cover,289.8,17961.1053,577222.5729,0,0.0,0.0,0.0,63,0.988893,0.000479,0.000518,,
13,Station 5.1: Top cover,49140.2461,510.7,604539.7729,14,0.032178,8.5731,79129.6417,9230,0.988715,0.08128,0.081354,,
14,Station 6: Packaging,24.0,412412.2104,510554.0178,0,0.0,0.0,0.0,6,1.0,4e-05,0.000245,,
15,Station 6.1: Packaging,40099.278,554.3,604582.7729,14,0.011315,4.3578,40440.5359,9280,0.99504,0.066326,0.066386,,
