disruption_type,station_id,start_time,end_time,efficiency_percentage,order_id,due_date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
efficiency_loss,4.1,9274,9937,56,,,,,,,,,
emergency_order,,12181,,,372,21036,5,FUSE0,5,FUSE1,6,FUSE2,4
emergency_order,,46316,,,353,51933,5,FUSE0,7,FUSE1,5,FUSE2,6
Bottom Cover Stuck,1,53730,55787,0,,,,,,,,,
efficiency_loss,4.1,61429,62043,31,,,,,,,,,
inspection_failure,6,73174,,,,,,,,,,,
Bottom Cover Misaligned,1,76762,78678,0,,,,,,,,,
efficiency_loss,4,90475,91156,56,,,,,,,,,
Camera Dirty,4.1,97465,99475,0,,,,,,,,,
efficiency_loss,4,101140,101727,26,,,,,,,,,
emergency_order,,117981,,,362,135005,5,FUSE0,6,FUSE1,7,FUSE2,9
inspection_failure,4,131546,,,,,,,,,,,
PLC Failure,6.1,140134,143000,0,,,,,,,,,
Bottom Cover Misaligned,1.1,154713,156269,0,,,,,,,,,
Top Cover Misaligned,5.2,159992,161693,0,,,,,,,,,
efficiency_loss,5.1,164724,166173,38,,,,,,,,,
efficiency_loss,5,168238,169467,43,,,,,,,,,
efficiency_loss,2.2,175340,176077,89,,,,,,,,,
Bottom Cover Misaligned,1.1,179821,181578,0,,,,,,,,,
Cover Wrong Orientation,3.1,186066,193770,0,,,,,,,,,
emergency_order,,186992,,,351,199196,5,FUSE0,5,FUSE1,5,FUSE2,5
efficiency_loss,5.2,221363,222736,58,,,,,,,,,
emergency_order,,256250,,,364,262610,5,FUSE0,5,FUSE1,6,FUSE2,6
emergency_order,,257974,,,363,267202,5,FUSE0,6,FUSE1,6,FUSE2,7
Drill To Dull,2,272836,281171,0,,,,,,,,,
Top Cover Misaligned,5.1,284963,286537,0,,,,,,,,,
Top Cover Stuck,5.2,290815,292882,0,,,,,,,,,
Misaligned Material,3.4,295269,302462,0,,,,,,,,,
PLC Failure,4,295467,298280,0,,,,,,,,,
efficiency_loss,2,309630,310275,20,,,,,,,,,
emergency_order,,313225,,,365,319326,5,FUSE0,5,FUSE1,6,FUSE2,5
emergency_order,,323311,,,359,330567,5,FUSE0,6,FUSE1,7,FUSE2,6
efficiency_loss,6,323448,323818,85,,,,,,,,,
inspection_failure,4.1,333293,,,,,,,,,,,
Top Cover Misaligned,5,333419,335247,0,,,,,,,,,
emergency_order,,335089,,,358,345917,5,FUSE0,7,FUSE1,6,FUSE2,6
emergency_order,,341637,,,352,349973,5,FUSE0,5,FUSE1,6,FUSE2,6
Drill To Dull,2.1,344459,351152,0,,,,,,,,,
Bottom Cover Stuck,1.1,358110,360154,0,,,,,,,,,
emergency_order,,358321,,,366,364924,5,FUSE0,5,FUSE1,5,FUSE2,6
PLC Failure,5,359317,362152,0,,,,,,,,,
efficiency_loss,1,361771,362654,86,,,,,,,,,
Drill To Dull,2.2,362252,368997,0,,,,,,,,,
inspection_failure,6.1,362669,,,,,,,,,,,
Misaligned Material,3.2,362715,371330,0,,,,,,,,,
emergency_order,,377294,,,370,392652,5,FUSE0,7,FUSE1,6,FUSE2,7
Misaligned Material,3.3,380537,386856,0,,,,,,,,,
Misaligned Material,3,414357,423624,0,,,,,,,,,
emergency_order,,420181,,,367,425949,5,FUSE0,5,FUSE1,6,FUSE2,6
emergency_order,,423737,,,354,429261,5,FUSE0,5,FUSE1,5,FUSE2,6
emergency_order,,426875,,,371,434115,5,FUSE0,7,FUSE1,5,FUSE2,8
emergency_order,,440577,,,356,451436,5,FUSE0,7,FUSE1,7,FUSE2,7
emergency_order,,448097,,,360,456371,5,FUSE0,6,FUSE1,7,FUSE2,5
emergency_order,,448409,,,369,454265,5,FUSE0,7,FUSE1,8,FUSE2,4
efficiency_loss,6.1,450226,450597,89,,,,,,,,,
Misaligned Material,3.1,453852,461191,0,,,,,,,,,
Top Cover Stuck,5,457424,459460,0,,,,,,,,,
efficiency_loss,5,473551,475027,77,,,,,,,,,
efficiency_loss,2.1,488365,489022,42,,,,,,,,,
emergency_order,,491550,,,355,497196,5,FUSE0,5,FUSE1,5,FUSE2,5
PLC Failure,4.1,492959,496031,0,,,,,,,,,
efficiency_loss,5.1,496594,498000,56,,,,,,,,,
emergency_order,,501844,,,368,510897,5,FUSE0,7,FUSE1,6,FUSE2,6
Top Cover Stuck,5.1,515207,517383,0,,,,,,,,,
Camera Dirty,4,532059,534203,0,,,,,,,,,
emergency_order,,535245,,,357,543708,5,FUSE0,7,FUSE1,6,FUSE2,7
PLC Failure,1,549962,552587,0,,,,,,,,,
emergency_order,,566674,,,361,572096,5,FUSE0,6,FUSE1,6,FUSE2,5
efficiency_loss,5.2,570114,571373,33,,,,,,,,,
