station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,74500.8,0.0,78323.7,14,0.181955,24.0806,16013.6,665,1.0,0.930179,0.951191,,
2,Station 1.1: Bottom cover,74500.8,0.0,78405.7,13,0.154887,20.7985,13831.0,665,1.0,0.930179,0.950196,,
3,Station 2: Drill station,78322.4,151.2,78537.5,1,0.006757,56.8865,25257.6,444,1.0,0.977893,0.999185,,
4,Station 2.1: Drill station,78322.4,191.2,78673.5,1,0.004505,48.5782,21568.7,444,1.0,0.977893,0.997963,,
5,Station 2.2: Drill station,78145.6,303.4,78632.7,1,0.004515,51.628,22871.2,443,1.0,0.975686,0.997655,,
6,Station 3: Robot cell,78622.8,367.0,79054.4,1,0.086142,200.6442,53572.0,267,1.0,0.981644,0.999179,,
7,Station 3.1: Robot cell,78784.8,447.0,79302.6,1,0.029963,176.3131,47075.6,267,1.0,0.983666,0.999102,,
8,Station 3.2: Robot cell,78580.4,599.2,79222.8,1,0.037313,179.2295,48033.5,268,1.0,0.981114,0.999451,,
9,Station 3.3: Robot cell,78483.6,603.8,79380.8,1,0.007547,142.3208,37715.0,265,1.0,0.979906,0.996276,,
10,Station 3.4: Robot cell,78063.6,800.6,79106.5,1,0.003759,129.6992,34500.0,266,1.0,0.974662,0.996906,,
11,Station 4: Inspection,78439.2,649.6,79612.2,1,0.321856,93.9948,62788.5,668,1.0,0.979352,0.993372,,
12,Station 4.1: Inspection,77733.6,966.4,79441.0,2,0.31571,90.5411,59938.2,662,1.0,0.970542,0.990557,,
13,Station 5: Top cover,76912.0,1300.2,79702.8,0,0.0,9.3712,4132.7,441,1.0,0.960284,0.980988,,
14,Station 5.1: Top cover,77611.2,1015.8,79918.0,0,0.0,9.5276,4239.8,445,1.0,0.969014,0.983638,,
15,Station 5.2: Top cover,77611.2,878.2,79780.4,0,0.0,9.553,4251.1,445,1.0,0.969014,0.983638,,
16,Station 6: Packaging,76792.0,1448.8,80033.8,0,0.0,37.1911,24657.7,663,1.0,0.958785,0.977184,,
17,Station 6.1: Packaging,77256.0,1092.0,80093.0,0,0.0,37.1729,24794.3,667,1.0,0.964579,0.977912,,
