station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,527654.5155,0.0,582533.9113,14,0.152854,24.5767,116247.6301,4730,0.988143,0.903165,0.905792,,
2,Station 1.1: Bottom cover,527291.89,0.0,582449.2113,13,0.195579,27.2751,129556.6801,4750,0.99335,0.902544,0.905301,,
3,Station 2: Drill station,569697.8861,151.2,582652.4113,7,0.252828,94.0306,307574.0136,3271,0.984443,0.975129,0.97802,,
4,Station 2.1: Drill station,564645.3194,191.2,582727.6113,7,0.287515,98.6736,320886.3975,3252,0.989745,0.96648,0.969288,,
5,Station 2.2: Drill station,533272.2989,303.4,582808.4113,6,0.163232,68.8885,210592.0851,3057,0.987423,0.91278,0.915481,,
6,Station 3: Robot cell,574616.5073,367.0,583377.4113,3,0.171202,186.4197,376754.1275,2021,0.984219,0.983548,0.985602,,
7,Station 3.1: Robot cell,573001.0594,447.0,583317.0113,3,0.20657,186.8194,375320.2643,2009,0.987469,0.980782,0.983068,,
8,Station 3.2: Robot cell,563690.8,599.2,583201.8113,3,0.1685,154.1717,308343.3333,2000,1.0,0.964846,0.967539,,
9,Station 3.3: Robot cell,548218.0,603.8,583173.8113,2,0.043814,105.6978,205053.7937,1940,1.0,0.938362,0.941034,,
10,Station 3.4: Robot cell,512668.5649,800.6,583113.0113,3,0.04581,104.0137,186184.5044,1790,0.994742,0.877514,0.880401,,
11,Station 4: Inspection,560007.1697,649.6,583584.8113,14,0.516129,112.8423,545705.1687,4836,0.996753,0.958541,0.960668,,
12,Station 4.1: Inspection,541279.8505,966.4,583528.0113,7,0.26539,81.5899,379066.8802,4646,0.992349,0.926487,0.929138,,
13,Station 5: Top cover,526078.8225,2255.0,583793.0113,3,0.113115,56.6859,172891.9208,3050,0.984698,0.900468,0.904634,,
14,Station 5.1: Top cover,554005.8073,1015.8,583975.9113,5,0.235276,85.5651,277487.7661,3243,0.993585,0.948269,0.950332,,
15,Station 5.2: Top cover,565450.4771,878.2,584073.5113,5,0.355231,118.3883,389260.7889,3288,0.988294,0.967858,0.969573,,
16,Station 6: Packaging,533081.4408,1448.8,584170.9113,14,0.121529,48.5837,227469.1024,4682,1.0,0.912454,0.914812,,
17,Station 6.1: Packaging,548413.8524,1092.0,584228.5113,6,0.073171,47.1534,226194.92,4797,0.995177,0.938698,0.940455,,
