station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,519472.0205,0.0,577748.7664,14,0.107349,18.3489,85634.1264,4667,0.988495,0.896437,0.899131,,
2,Station 1.1: Bottom cover,516445.0014,0.0,577787.5664,13,0.128315,19.0694,89168.7265,4676,0.993444,0.891213,0.893832,,
3,Station 2: Drill station,567008.4175,151.2,578163.4664,7,0.340986,109.6768,358314.1672,3267,0.986478,0.978469,0.980963,,
4,Station 2.1: Drill station,560056.1827,191.2,578118.8664,7,0.21538,83.2246,260825.7453,3134,0.957662,0.966472,0.969077,,
5,Station 2.2: Drill station,524388.8,303.4,578074.2664,8,0.449294,117.9756,359471.5046,3047,0.987675,0.904922,0.907607,,
6,Station 3: Robot cell,570256.7607,367.0,578750.8664,3,0.314824,237.8281,479699.3452,2017,0.987137,0.984075,0.985949,,
7,Station 3.1: Robot cell,567523.3608,447.0,578564.4664,6,0.342315,223.3327,447558.6583,2004,0.98992,0.979358,0.981675,,
8,Station 3.2: Robot cell,560637.0614,599.2,578444.8664,4,0.190549,174.8514,344107.5975,1968,0.984124,0.967474,0.970219,,
9,Station 3.3: Robot cell,545166.7475,603.8,578542.0664,2,0.089777,124.6222,240146.9853,1927,0.995044,0.940778,0.943296,,
10,Station 3.4: Robot cell,503253.0759,800.6,578754.4664,2,0.021264,100.0051,174008.8404,1740,0.979432,0.868448,0.87075,,
11,Station 4: Inspection,551847.5444,649.6,578991.0664,10,0.413075,102.3495,486876.6103,4757,0.992021,0.952306,0.95419,,
12,Station 4.1: Inspection,532294.2099,966.4,578927.4664,13,0.470013,105.4587,485321.1169,4602,0.996395,0.918564,0.920986,,
13,Station 5: Top cover,514410.5385,1300.2,579097.0664,6,0.089906,41.4031,123878.065,2992,0.988505,0.887703,0.890297,,
14,Station 5.1: Top cover,547105.5298,1015.8,579213.2664,6,0.134043,56.9601,181873.5606,3193,0.988842,0.944123,0.946226,,
15,Station 5.2: Top cover,560621.9075,878.2,579292.2664,8,0.407589,120.6567,394305.9811,3268,0.988707,0.967448,0.96924,,
16,Station 6: Packaging,522042.7099,1448.8,579485.2664,3,0.030661,37.8438,172794.7659,4566,0.995298,0.900873,0.903131,,
17,Station 6.1: Packaging,542636.8027,1092.0,579408.0664,14,0.191543,57.7671,275953.6683,4777,1.0,0.936412,0.938305,,
