station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,73491.0,0.0,77413.3,14,0.184451,24.7857,16259.4,656,1.0,0.927643,0.949333,,
2,Station 1.1: Bottom cover,73491.0,0.0,77465.3,13,0.157012,21.1059,13845.5,656,1.0,0.927643,0.948696,,
3,Station 2: Drill station,77261.6,151.2,77633.5,1,0.013699,35.9112,15729.1,438,1.0,0.975237,0.997152,,
4,Station 2.1: Drill station,77261.6,191.2,77721.1,1,0.004566,32.0053,14018.3,438,1.0,0.975237,0.996539,,
5,Station 2.2: Drill station,77084.8,303.4,77625.1,1,0.006865,32.846,14353.7,437,1.0,0.973005,0.996936,,
6,Station 3: Robot cell,77894.8,367.0,78320.4,1,0.268939,244.2299,64476.7,264,1.0,0.98323,0.999248,,
7,Station 3.1: Robot cell,77742.8,447.0,78260.6,1,0.129278,221.6643,58297.7,263,1.0,0.981311,0.99909,,
8,Station 3.2: Robot cell,77586.4,599.2,78241.2,1,0.053232,192.7426,50691.3,263,1.0,0.979337,0.999284,,
9,Station 3.3: Robot cell,77559.6,603.8,78463.2,1,0.030418,174.6262,45926.7,263,1.0,0.978999,0.996149,,
10,Station 3.4: Robot cell,77089.2,800.6,78176.0,1,0.015267,156.3676,40968.3,262,1.0,0.973061,0.996301,,
11,Station 4: Inspection,77380.8,649.6,78684.2,2,0.294385,88.6231,58402.6,659,1.0,0.976742,0.991622,,
12,Station 4.1: Inspection,76675.2,966.4,78597.0,1,0.217458,79.0221,51601.4,653,1.0,0.967835,0.987693,,
13,Station 5: Top cover,75688.4,1300.2,78892.4,0,0.0,8.6576,3757.4,434,1.0,0.955379,0.975464,,
14,Station 5.1: Top cover,76562.4,1015.8,78990.0,0,0.0,9.051,3973.4,439,1.0,0.966411,0.981894,,
15,Station 5.2: Top cover,76737.2,878.2,78909.6,0,0.0,10.0418,4418.4,440,1.0,0.968618,0.983414,,
16,Station 6: Packaging,75748.0,1448.8,79223.4,0,0.0,36.2914,23734.6,654,1.0,0.956132,0.973943,,
17,Station 6.1: Packaging,76212.0,1092.0,79141.4,0,0.0,36.5644,24059.4,658,1.0,0.961989,0.976458,,
