station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30657.0,0.0,561270.0287,6,0.004517,0.0445,206.6645,4649,0.991303,0.054513,0.054621,,
2,Station 1.1: Bottom cover,32123.4287,0.0,561344.6287,14,0.02712,3.6008,16729.3157,4646,0.993456,0.057121,0.057226,,
3,Station 2: Drill station,96910.6207,45.6,561414.0287,2,0.002205,3.4008,29301.1159,8616,0.986682,0.172323,0.172633,,
4,Station 2.1: Drill station,7176.0,72.2,558846.8287,2,0.007236,0.3102,214.3713,691,0.987983,0.01276,0.012842,,
5,Station 3: Robot cell,559937.7139,95.0,561763.0287,3,0.511213,326.2557,640113.6367,1962,0.988351,0.995662,0.996919,,
6,Station 3.1: Robot cell,559182.6241,135.0,562137.4287,2,0.412435,284.648,549370.5484,1930,0.975428,0.99432,0.994983,,
7,Station 3.2: Robot cell,557073.6,181.6,562088.2287,3,0.20723,200.5963,393971.0477,1964,1.0,0.990569,0.991399,,
8,Station 3.3: Robot cell,556133.6394,185.4,561934.0287,2,0.204534,183.7465,356651.9528,1941,0.986607,0.988898,0.990004,,
9,Station 3.4: Robot cell,550463.8327,232.0,561751.4287,2,0.084728,152.8667,292281.2156,1912,0.98576,0.978816,0.980311,,
10,Station 4: Inspection,18831.4406,377.6,562198.5287,1,0.000125,0.7237,5802.289,8018,0.991435,0.033485,0.033519,,
11,Station 4.1: Inspection,2680.9954,1834.0,561824.1287,0,0.0,0.0017,2.1713,1275,0.996911,0.004767,0.004788,,
12,Station 5: Top cover,3214.6836,35793.7,542036.1287,0,0.0,5.2432,1719.7713,328,0.98806,0.005716,0.00635,,
13,Station 5.1: Top cover,47990.4405,510.7,562334.1287,2,0.001227,2.5971,23275.5911,8962,0.987868,0.085335,0.085419,,
14,Station 6: Packaging,244.0,172573.3287,480354.1287,0,0.0,0.0,0.0,61,1.0,0.000434,0.000793,,
15,Station 6.1: Packaging,39888.2328,554.3,562377.1287,0,0.0,0.6507,6003.2494,9226,0.994667,0.070928,0.070998,,
