station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,529012.6986,0.0,612910.0045,18,0.233594,45.2291,214340.9354,4739,0.98873,0.860678,0.863116,,
2,Station 1.1: Bottom cover,526100.9629,0.0,612948.8045,14,0.06906,16.4464,77873.8856,4735,0.993679,0.855941,0.858311,,
3,Station 2: Drill station,558594.6942,151.2,613068.2045,20,0.250156,109.6133,350543.4498,3198,0.985213,0.908806,0.911371,,
4,Station 2.1: Drill station,555829.4182,191.2,613207.8045,22,0.188302,95.9451,306736.4132,3197,0.990253,0.904307,0.906712,,
5,Station 2.2: Drill station,553391.3877,303.4,613169.0045,23,0.187756,98.3652,311719.4223,3169,0.988045,0.900341,0.902957,,
6,Station 3: Robot cell,563715.3462,367.0,613582.7045,20,0.271014,233.8783,459103.0154,1963,0.985,0.917137,0.919277,,
7,Station 3.1: Robot cell,560074.6833,447.0,613709.5045,14,0.15136,163.7756,319198.5614,1949,0.988089,0.911214,0.913271,,
8,Station 3.2: Robot cell,552024.8,599.2,613774.3045,1,0.006687,75.5506,146870.4502,1944,1.0,0.898118,0.900273,,
9,Station 3.3: Robot cell,549291.2,603.8,613582.4045,1,0.005685,74.9895,145104.6762,1935,1.0,0.89367,0.896102,,
10,Station 3.4: Robot cell,547064.4958,800.6,613592.7045,6,0.027561,92.8569,178563.8855,1923,0.995002,0.890047,0.892741,,
11,Station 4: Inspection,551811.5902,649.6,613946.9045,11,0.390628,100.4658,478116.6074,4759,0.996914,0.897771,0.899746,,
12,Station 4.1: Inspection,549707.8838,966.4,614011.3045,20,0.570034,127.4007,600312.191,4712,0.992728,0.894348,0.896685,,
13,Station 5: Top cover,547966.6527,1300.2,614374.3045,15,0.552159,186.4421,591580.8288,3173,0.985455,0.891515,0.893802,,
14,Station 5.1: Top cover,546911.7444,1015.8,614401.9045,10,0.283119,122.2901,390472.3218,3193,0.993902,0.889799,0.891627,,
15,Station 5.2: Top cover,551235.7332,878.2,614270.7045,8,0.260488,127.276,406519.6447,3194,0.988873,0.896834,0.898667,,
16,Station 6: Packaging,537260.9894,1448.8,614646.5045,2,0.158845,60.6291,285502.4201,4709,1.0,0.874098,0.876163,,
17,Station 6.1: Packaging,544195.8887,1092.0,614569.3045,20,0.249947,77.6249,368951.3216,4753,0.995415,0.88538,0.887068,,
