station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,518720.1,14,0.027613,3.6472,15982.0,4382,1.0,0.944671,0.947834,,
2,Station 1.1: Bottom cover,491660.4,0.0,518758.9,13,0.023505,3.1396,13757.8,4382,1.0,0.944671,0.947763,,
3,Station 2: Drill station,516609.6,151.2,518871.5,1,0.001027,26.0927,76242.9,2922,1.0,0.992608,0.995931,,
4,Station 2.1: Drill station,516609.6,191.2,519016.7,1,0.000684,25.2341,73733.9,2922,1.0,0.992608,0.995729,,
5,Station 2.2: Drill station,516256.0,303.4,518975.9,1,0.000685,25.4135,74207.3,2920,1.0,0.991929,0.995341,,
6,Station 3: Robot cell,519126.0,367.0,519551.6,1,0.185185,241.9239,424576.5,1755,1.0,0.997443,0.999887,,
7,Station 3.1: Robot cell,519132.4,447.0,519650.2,1,0.125071,223.8298,391926.0,1751,1.0,0.997456,0.999864,,
8,Station 3.2: Robot cell,519071.6,599.2,519714.0,1,0.058219,198.3259,347467.0,1752,1.0,0.997339,0.999917,,
9,Station 3.3: Robot cell,518577.2,603.8,519461.2,1,0.026271,178.2294,312079.7,1751,1.0,0.996389,0.99946,,
10,Station 3.4: Robot cell,518480.8,800.6,519457.6,1,0.020513,163.3535,286685.4,1755,1.0,0.996204,0.99966,,
11,Station 4: Inspection,515793.6,649.6,519830.2,2,0.330825,95.2,417547.0,4386,1.0,0.991041,0.993476,,
12,Station 4.1: Inspection,514852.8,966.4,519939.0,2,0.269301,86.9707,380757.6,4378,1.0,0.989233,0.992062,,
13,Station 5: Top cover,509891.6,1300.2,520184.4,0,0.0,7.5916,22144.8,2917,1.0,0.979701,0.982669,,
14,Station 5.1: Top cover,510765.6,1015.8,520224.8,0,0.0,7.6798,22440.4,2922,1.0,0.98138,0.983738,,
15,Station 5.2: Top cover,511290.0,878.2,520087.2,0,0.0,8.1094,23720.0,2925,1.0,0.982387,0.984748,,
16,Station 6: Packaging,507964.0,1448.8,520456.6,0,0.0,37.2015,162905.2,4379,1.0,0.975997,0.978721,,
17,Station 6.1: Packaging,508660.0,1092.0,520379.4,0,0.0,37.3023,163570.6,4385,1.0,0.977334,0.979535,,
