station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,74500.8,0.0,78475.3,14,0.181955,24.0522,15994.7,665,1.0,0.929051,0.949353,,
2,Station 1.1: Bottom cover,74388.6,0.0,78438.1,13,0.15512,20.7947,13807.7,664,1.0,0.927652,0.948373,,
3,Station 2: Drill station,78322.4,151.2,78686.3,1,0.006757,47.3509,21023.8,444,1.0,0.976708,0.997292,,
4,Station 2.1: Drill station,78145.6,191.2,78645.5,1,0.004515,41.963,18589.6,443,1.0,0.974503,0.996065,,
5,Station 2.2: Drill station,78145.6,303.4,78781.5,1,0.004515,44.74,19819.8,443,1.0,0.974503,0.995763,,
6,Station 3: Robot cell,78836.8,367.0,79262.4,1,0.145522,225.4884,60430.9,268,1.0,0.983123,0.999257,,
7,Station 3.1: Robot cell,78955.6,447.0,79473.4,1,0.086792,210.957,55903.6,265,1.0,0.984604,0.999104,,
8,Station 3.2: Robot cell,78531.2,599.2,79173.6,1,0.048689,194.0506,51811.5,267,1.0,0.979312,0.99945,,
9,Station 3.3: Robot cell,78535.6,603.8,79419.6,1,0.011278,160.0673,42577.9,266,1.0,0.979367,0.996445,,
10,Station 3.4: Robot cell,78317.2,800.6,79294.0,1,0.007519,146.4823,38964.3,266,1.0,0.976643,0.997755,,
11,Station 4: Inspection,78321.6,649.6,79636.2,2,0.23988,82.4657,55004.6,667,1.0,0.976698,0.991581,,
12,Station 4.1: Inspection,77733.6,966.4,79671.0,1,0.222054,80.6384,53382.6,662,1.0,0.969365,0.987663,,
13,Station 5: Top cover,76912.0,1300.2,79859.2,0,0.0,9.1156,4020.0,441,1.0,0.95912,0.979035,,
14,Station 5.1: Top cover,77436.4,1015.8,79956.8,0,0.0,9.1991,4084.4,444,1.0,0.965659,0.98094,,
15,Station 5.2: Top cover,77611.2,878.2,79922.0,0,0.0,9.9092,4409.6,445,1.0,0.967839,0.981876,,
16,Station 6: Packaging,76792.0,1448.8,80190.2,0,0.0,36.7056,24335.8,663,1.0,0.957623,0.975243,,
17,Station 6.1: Packaging,77140.0,1092.0,80108.2,0,0.0,36.6096,24382.0,666,1.0,0.961963,0.976256,,
