station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,520311.9,14,0.027531,3.8773,17040.6,4395,1.0,0.941727,0.944934,,
2,Station 1.1: Bottom cover,491660.4,0.0,520389.1,13,0.023436,3.2789,14410.7,4395,1.0,0.941727,0.944794,,
3,Station 2: Drill station,517670.4,151.2,520569.7,1,0.0051,26.3489,77492.1,2941,1.0,0.991546,0.994719,,
4,Station 2.1: Drill station,516432.8,191.2,520528.9,1,0.000682,20.1328,59069.6,2934,1.0,0.989176,0.992495,,
5,Station 2.2: Drill station,515372.0,303.4,520664.9,1,0.001025,18.1052,53012.1,2928,1.0,0.987144,0.990411,,
6,Station 3: Robot cell,520597.2,367.0,521066.8,2,0.522354,300.6685,531281.2,1767,1.0,0.997152,0.999803,,
7,Station 3.1: Robot cell,520799.6,447.0,521426.6,2,0.57764,303.1439,536867.9,1771,1.0,0.99754,0.999654,,
8,Station 3.2: Robot cell,519832.8,599.2,520898.7,2,0.250564,205.9042,364862.3,1772,1.0,0.995688,0.999103,,
9,Station 3.3: Robot cell,518070.0,603.8,521007.9,1,0.01418,122.4041,215798.4,1763,1.0,0.992312,0.995515,,
10,Station 3.4: Robot cell,516288.8,800.6,521231.3,1,0.010251,110.118,193367.2,1756,1.0,0.9889,0.992041,,
11,Station 4: Inspection,516852.0,649.6,521603.2,2,0.392695,101.0147,445272.8,4408,1.0,0.989979,0.992127,,
12,Station 4.1: Inspection,513794.4,966.4,521359.6,2,0.254222,84.148,368736.6,4382,1.0,0.984122,0.98732,,
13,Station 5: Top cover,507968.8,1300.2,521734.2,0,0.0,9.8367,28713.4,2919,1.0,0.972964,0.976048,,
14,Station 5.1: Top cover,510765.6,1015.8,521909.0,0,0.0,10.2725,30149.7,2935,1.0,0.978321,0.980557,,
15,Station 5.2: Top cover,513212.8,878.2,521768.5,0,0.0,14.6442,43185.7,2949,1.0,0.983008,0.985261,,
16,Station 6: Packaging,507384.0,1448.8,522006.4,1,0.00114,36.1479,158580.8,4387,1.0,0.971844,0.974693,,
17,Station 6.1: Packaging,509240.0,1092.0,522084.0,1,0.002726,36.8115,162044.2,4402,1.0,0.975399,0.977443,,
