station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28934.4,0.0,519096.4,6,0.004789,0.0433,190.0,4385,1.0,0.055613,0.05574,,
2,Station 1.1: Bottom cover,28908.0,0.0,519045.0,6,0.004795,0.0422,184.8,4380,1.0,0.055562,0.055695,,
3,Station 2: Drill station,84562.4,45.6,519145.8,2,0.000984,0.6123,4979.8,8133,1.0,0.162531,0.162902,,
4,Station 2.1: Drill station,6583.2,72.2,516057.4,2,0.007899,0.1336,84.6,633,1.0,0.012653,0.012759,,
5,Station 3: Robot cell,519586.0,95.0,519711.4,2,0.633596,355.9674,631486.2,1774,1.0,0.998659,0.999941,,
6,Station 3.1: Robot cell,519123.6,135.0,519586.8,1,0.179502,221.372,390943.0,1766,1.0,0.99777,0.999368,,
7,Station 3.2: Robot cell,519517.6,181.6,520024.0,1,0.098361,177.4694,313943.4,1769,1.0,0.998528,0.999375,,
8,Station 3.3: Robot cell,519006.4,185.4,519709.0,1,0.183928,182.1456,321851.2,1767,1.0,0.997545,0.999004,,
9,Station 3.4: Robot cell,516493.6,232.0,519642.4,1,0.069025,130.6125,228963.8,1753,1.0,0.992715,0.994384,,
10,Station 4: Inspection,15880.2,377.6,520105.1,0,0.0,0.0272,205.5,7562,1.0,0.030522,0.030555,,
11,Station 4.1: Inspection,2524.2,1834.0,519772.5,0,0.0,0.0128,15.4,1202,1.0,0.004852,0.004874,,
12,Station 5: Top cover,648.6,62105.9,519908.1,0,0.0,0.0,0.0,141,1.0,0.001247,0.001417,,
13,Station 5.1: Top cover,39665.8,510.7,520240.7,1,0.001971,0.1414,1219.2,8624,1.0,0.076239,0.07632,,
14,Station 6: Packaging,68.0,77826.9,457038.1,0,0.0,0.0,0.0,17,1.0,0.000131,0.000179,,
15,Station 6.1: Packaging,34988.0,554.3,520283.7,0,0.0,0.0033,29.2,8749,1.0,0.067248,0.06732,,
