station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30749.4,0.0,557916.8632,6,0.004501,0.049,228.678,4666,0.990992,0.055021,0.055115,,
2,Station 1.1: Bottom cover,32544.4002,0.0,557912.2632,6,0.004527,0.6243,2896.1368,4639,0.993202,0.058233,0.058332,,
3,Station 2: Drill station,96798.4792,45.6,557981.6632,2,0.000935,3.114,26653.0236,8559,0.985979,0.173206,0.173494,,
4,Station 2.1: Drill station,22067.0004,72.2,557986.2632,2,0.006649,48.2997,36321.4,752,0.9561,0.039485,0.039553,,
5,Station 3: Robot cell,557288.4,95.0,558606.2632,2,0.413863,288.9177,566856.5677,1962,1.0,0.99718,0.99781,,
6,Station 3.1: Robot cell,557303.4944,135.0,558359.8632,3,0.468766,296.5878,574490.5321,1937,0.987843,0.997207,0.998349,,
7,Station 3.2: Robot cell,556621.7781,181.6,558453.4632,2,0.302482,241.7058,467458.939,1934,0.988523,0.995987,0.997044,,
8,Station 3.3: Robot cell,554553.7055,185.4,558584.7055,2,0.198548,187.7746,362217.1871,1929,0.985961,0.992287,0.993113,,
9,Station 3.4: Robot cell,549631.5924,232.0,558556.2632,1,0.046475,125.7235,240760.4789,1915,0.989763,0.983479,0.984431,,
10,Station 4: Inspection,19812.5967,377.6,558685.8055,0,0.0,0.7686,6149.6272,8001,0.991323,0.035452,0.035487,,
11,Station 4.1: Inspection,2717.4,3790.0,558667.3632,0,0.0,0.0071,9.2,1295,0.996624,0.004862,0.004897,,
12,Station 5: Top cover,1216.4667,9278.5,556301.7632,0,0.0,0.0245,6.4632,264,0.987509,0.002177,0.002224,,
13,Station 5.1: Top cover,45246.5904,510.7,558821.4055,1,0.000996,0.7705,6961.0823,9035,0.993388,0.080962,0.081042,,
14,Station 6: Packaging,136.0,70647.9,556368.1632,0,0.0,0.0,0.0,34,1.0,0.000243,0.00028,,
15,Station 6.1: Packaging,37055.0588,554.3,558864.4055,0,0.0,0.0078,72.2089,9262,1.0,0.066304,0.06637,,
