station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,33812.0032,0.0,560703.7839,6,0.004509,1.4376,6695.0536,4657,0.991296,0.060169,0.060303,,
2,Station 1.1: Bottom cover,32097.4289,0.0,560788.546,13,0.024138,3.6607,16985.4639,4640,0.993451,0.057118,0.057236,,
3,Station 2: Drill station,95826.1876,45.6,560857.946,2,0.001763,1.6629,14144.424,8506,0.986671,0.170523,0.17087,,
4,Station 2.1: Drill station,8265.131,72.2,560773.1839,2,0.006289,0.1927,153.2157,795,0.987974,0.014708,0.014741,,
5,Station 3: Robot cell,560360.4379,95.0,561733.3839,2,0.578786,338.5007,663799.8932,1961,0.988342,0.997166,0.997725,,
6,Station 3.1: Robot cell,559005.1744,135.0,561302.1839,3,0.322949,262.5483,505668.058,1926,0.975409,0.994754,0.996147,,
7,Station 3.2: Robot cell,558765.6,181.6,561162.9839,2,0.371646,245.456,484775.6775,1975,1.0,0.994328,0.99605,,
8,Station 3.3: Robot cell,556342.3785,185.4,561420.146,2,0.22096,193.6989,375194.77,1937,0.986597,0.990016,0.991283,,
9,Station 3.4: Robot cell,548252.2145,232.0,561356.946,1,0.028302,115.612,220587.6426,1908,0.98575,0.975619,0.977059,,
10,Station 4: Inspection,16735.6336,377.6,561774.4839,0,0.0,0.0296,235.0216,7945,0.991428,0.029781,0.029811,,
11,Station 4.1: Inspection,2831.9482,1834.0,561456.4839,0,0.0,0.0062,8.3932,1343,0.996909,0.005039,0.00506,,
12,Station 5: Top cover,1392.1203,16277.1,553334.0839,0,0.0,0.0127,3.8,300,0.988051,0.002477,0.002592,,
13,Station 5.1: Top cover,48032.8628,510.7,561910.0839,1,0.001223,2.5341,22783.6662,8991,0.987858,0.085475,0.085559,,
14,Station 6: Packaging,264.0,79502.5,443579.6426,0,0.0,0.0996,6.6711,67,1.0,0.00047,0.000725,,
15,Station 6.1: Packaging,36878.3768,554.3,561953.0839,0,0.0,0.006,55.11,9225,0.994663,0.065625,0.06569,,
