station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,521425.5641,0.0,624412.0407,18,0.239196,45.1734,211140.692,4674,0.989462,0.83277,0.835066,,
2,Station 1.1: Bottom cover,518253.4401,0.0,624489.2407,14,0.124356,23.9305,111420.334,4656,0.991444,0.827704,0.829884,,
3,Station 2: Drill station,551229.1402,151.2,624780.4407,25,0.211343,113.3449,357716.6582,3156,0.986688,0.88037,0.88249,,
4,Station 2.1: Drill station,547219.9211,191.2,624739.6407,24,0.191205,95.6479,300143.0111,3138,0.989311,0.873967,0.876185,,
5,Station 2.2: Drill station,543598.8985,303.4,624704.4407,18,0.080666,70.3515,219778.0828,3124,0.989228,0.868184,0.870593,,
6,Station 3: Robot cell,555090.4748,367.0,625326.6407,18,0.392157,264.6358,512864.2524,1938,0.9852,0.886537,0.888202,,
7,Station 3.1: Robot cell,559250.2078,447.0,625365.0407,17,0.593588,339.5574,656703.9949,1934,0.975975,0.89318,0.894918,,
8,Station 3.2: Robot cell,551285.0398,599.2,625268.6407,10,0.106305,128.0166,245663.7707,1919,0.986241,0.880459,0.882523,,
9,Station 3.3: Robot cell,547850.9433,603.8,625187.9407,16,0.278527,184.2616,355256.3894,1928,0.989908,0.874974,0.877145,,
10,Station 3.4: Robot cell,544613.2639,800.6,625112.2407,15,0.24555,176.7278,337550.06,1910,0.988512,0.869804,0.872342,,
11,Station 4: Inspection,547409.6335,649.6,625558.8407,16,0.484475,114.0314,536175.8291,4702,0.992083,0.87427,0.875983,,
12,Station 4.1: Inspection,540914.1073,966.4,625604.0407,17,0.532442,120.8652,560693.4861,4639,0.991884,0.863896,0.865965,,
13,Station 5: Top cover,535544.6338,1300.2,625884.6407,10,0.224831,122.3944,380524.2741,3109,0.989301,0.85532,0.857442,,
14,Station 5.1: Top cover,540159.6137,1015.8,625921.8407,11,0.271342,119.9443,377944.4969,3151,0.994011,0.862691,0.864385,,
15,Station 5.2: Top cover,542817.7982,878.2,625840.2407,12,0.337433,134.1548,425404.8374,3171,0.993982,0.866936,0.868561,,
16,Station 6: Packaging,529126.7907,1448.8,626099.6407,2,0.155484,59.6005,277142.3446,4650,1.0,0.84507,0.847076,,
17,Station 6.1: Packaging,536289.6488,1092.0,626133.6407,19,0.293188,84.5151,395784.1554,4683,0.995423,0.85651,0.858006,,
