station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,518652.2708,0.0,571640.8163,14,0.125647,23.8696,110754.9559,4640,0.987688,0.904357,0.907304,,
2,Station 1.1: Bottom cover,518520.6358,0.0,571708.8907,17,0.122484,21.54,100591.871,4670,0.993583,0.904127,0.906966,,
3,Station 2: Drill station,560565.9675,151.2,572009.2907,7,0.35832,110.6336,355686.9902,3215,0.98694,0.97744,0.980254,,
4,Station 2.1: Drill station,554152.8063,191.2,571964.6907,7,0.179705,67.9026,216133.9413,3183,0.988216,0.966258,0.969182,,
5,Station 2.2: Drill station,525252.5626,303.4,569735.2907,6,0.149184,60.3203,181141.7115,3003,0.987109,0.915865,0.922415,,
6,Station 3: Robot cell,565772.3653,367.0,572250.8907,4,0.442706,267.7858,530483.7229,1981,0.987208,0.986518,0.989313,,
7,Station 3.1: Robot cell,562166.6274,447.0,572157.2907,4,0.245187,203.398,401507.6819,1974,0.988759,0.980231,0.983307,,
8,Station 3.2: Robot cell,557825.2,599.2,572401.6907,4,0.153651,159.3201,314179.1802,1972,1.0,0.972661,0.975556,,
9,Station 3.3: Robot cell,541438.3573,603.8,572351.8907,2,0.020375,130.0209,242489.0706,1865,0.974262,0.944088,0.946988,,
10,Station 3.4: Robot cell,509584.4,800.6,569825.4907,4,0.095638,122.0231,218177.2701,1788,1.0,0.888545,0.89554,,
11,Station 4: Inspection,549586.9277,649.6,572568.4907,10,0.483639,110.3298,522632.2299,4737,0.996026,0.958296,0.960953,,
12,Station 4.1: Inspection,531967.2967,966.4,572618.2907,10,0.301439,84.7815,388977.4689,4588,0.99683,0.927574,0.930579,,
13,Station 5: Top cover,518985.9945,1332.6,571035.6907,4,0.085847,40.0045,120693.6278,3017,0.993158,0.904939,0.910976,,
14,Station 5.1: Top cover,544783.113,1015.8,573329.1215,6,0.254205,86.1291,271392.826,3151,0.984385,0.94992,0.951897,,
15,Station 5.2: Top cover,555926.1934,878.2,572854.2907,5,0.278704,95.7123,310107.8525,3240,0.992868,0.96935,0.97194,,
16,Station 6: Packaging,523317.6055,1551.2,573029.2907,2,0.01437,33.5588,154135.494,4593,1.0,0.912491,0.915726,,
17,Station 6.1: Packaging,538164.0512,1092.0,573504.1215,2,0.025652,36.5155,172243.8103,4717,1.0,0.938379,0.940169,,
