order_id,due date,start_time,finish_time,through_put_time,lateness,fitness,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2,planned_week,finished_week,planned_day,finished_day
1,462190,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,10,4,,16,
2,209690,,,,,,2,FUSE0,8,FUSE1,7,FUSE2,8,2,,7,
3,44002,34270.8,36687.9,2417.0999999999985,-7314.0999999999985,-0.005746499675862808,2,FUSE0,8,FUSE1,8,FUSE2,8,1,1.0,2,2.0
4,415134,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,3,,14,
5,443960,,,,,,1,FUSE0,9,FUSE1,10,FUSE2,10,3,,15,
6,38493,23845.4,26326.5,2481.0999999999985,-12166.5,-0.009558905170340146,2,FUSE0,8,FUSE1,8,FUSE2,9,1,1.0,1,1.0
7,509468,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,9,4,,18,
8,395547,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,3,,13,
9,257129,,,,,,2,FUSE0,8,FUSE1,8,FUSE2,8,2,,9,
10,410383,,,,,,2,FUSE0,8,FUSE1,8,FUSE2,8,3,,14,
11,85513,73845.4,76435.1,2589.7000000000116,-9077.899999999994,-0.002521638888888887,1,FUSE0,10,FUSE1,10,FUSE2,9,1,1.0,3,3.0
12,558508,,,,,,3,FUSE0,10,FUSE1,10,FUSE2,9,4,,20,
13,210503,,,,,,5,FUSE0,8,FUSE1,8,FUSE2,9,2,,7,
14,66532,58871.6,61235.7,2364.0999999999985,-5296.300000000003,-0.007644550576772542,3,FUSE0,8,FUSE1,8,FUSE2,7,1,1.0,3,3.0
15,325057,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,3,,11,
16,135122,,,,,,3,FUSE0,9,FUSE1,9,FUSE2,9,1,,5,
17,206609,,,,,,2,FUSE0,9,FUSE1,9,FUSE2,10,2,,7,
18,119428,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,8,1,,4,
19,413724,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,9,3,,14,
20,220003,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,2,,8,
21,523275,,,,,,3,FUSE0,7,FUSE1,7,FUSE2,8,4,,18,
22,394415,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,3,,13,
23,148416,,,,,,4,FUSE0,7,FUSE1,8,FUSE2,8,1,,5,
24,241328,,,,,,1,FUSE0,8,FUSE1,7,FUSE2,8,2,,8,
25,26039,13528.4,15985.7,2457.300000000001,-10053.3,-0.002792583333333333,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1.0,1,1.0
26,292428,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,10,2,,10,
27,14243,4044.0,6526.3,2482.3,-7716.7,-0.002143527777777778,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1.0,1,1.0
28,378704,,,,,,2,FUSE0,9,FUSE1,9,FUSE2,9,3,,13,
29,328135,,,,,,2,FUSE0,7,FUSE1,8,FUSE2,8,3,,11,
30,562490,,,,,,3,FUSE0,8,FUSE1,8,FUSE2,9,4,,20,
31,43443,32740.0,35221.1,2481.0999999999985,-8221.900000000001,-0.0022838611111111115,1,FUSE0,9,FUSE1,9,FUSE2,8,1,1.0,2,2.0
32,525940,,,,,,1,FUSE0,7,FUSE1,7,FUSE2,7,4,,19,
33,515983,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,8,4,,18,
34,35101,29906.6,32231.3,2324.7000000000007,-2869.7000000000007,-0.0007971388888888891,1,FUSE0,8,FUSE1,8,FUSE2,7,1,1.0,1,2.0
35,473263,,,,,,1,FUSE0,8,FUSE1,8,FUSE2,8,4,,16,
36,513266,,,,,,1,FUSE0,10,FUSE1,10,FUSE2,10,4,,18,
37,151953,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,8,1,,5,
38,421334,,,,,,1,FUSE0,6,FUSE1,6,FUSE2,7,3,,14,
39,297691,,,,,,1,FUSE0,10,FUSE1,10,FUSE2,9,2,,10,
40,563891,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,9,4,,20,
41,401749,,,,,,2,FUSE0,9,FUSE1,9,FUSE2,10,3,,14,
42,381970,,,,,,1,FUSE0,6,FUSE1,6,FUSE2,6,3,,13,
43,104302,,,,,,2,FUSE0,8,FUSE1,8,FUSE2,8,1,,4,
44,461865,,,,,,1,FUSE0,9,FUSE1,9,FUSE2,8,4,,16,
45,503790,,,,,,2,FUSE0,7,FUSE1,8,FUSE2,8,4,,17,
46,301098,,,,,,3,FUSE0,8,FUSE1,7,FUSE2,8,2,,10,
47,89717,75484.8,77943.3,2458.5,-11773.699999999997,-0.0032704722222222215,1,FUSE0,8,FUSE1,8,FUSE2,8,1,1.0,3,3.0
48,309540,,,,,,2,FUSE0,8,FUSE1,8,FUSE2,7,3,,11,
