station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,4329.6,0.0,77136.0,6,0.032012,0.2817,184.8,656,1.0,0.055265,0.056129,,
2,Station 1.1: Bottom cover,4329.6,0.0,77233.4,6,0.032012,0.2817,184.8,656,1.0,0.055265,0.056059,,
3,Station 2: Drill station,12625.6,45.6,77302.8,2,0.005766,0.6155,747.2,1214,1.0,0.16116,0.163423,,
4,Station 2.1: Drill station,1019.2,72.2,75778.2,2,0.05102,0.8143,79.8,98,1.0,0.01301,0.013463,,
5,Station 3: Robot cell,77862.4,95.0,77957.4,2,0.174242,250.0879,66023.2,264,1.0,0.993877,1.0,,
6,Station 3.1: Robot cell,77618.8,135.0,77753.8,1,0.201521,243.0738,63928.4,263,1.0,0.990767,1.0,,
7,Station 3.2: Robot cell,77638.4,181.6,77820.0,1,0.068182,202.1091,53356.8,264,1.0,0.991018,1.0,,
8,Station 3.3: Robot cell,77527.2,185.4,77712.6,1,0.060837,185.4426,48771.4,263,1.0,0.989598,1.0,,
9,Station 3.4: Robot cell,77810.4,232.0,78042.4,1,0.019011,184.2015,48445.0,263,1.0,0.993213,1.0,,
10,Station 4: Inspection,2469.6,377.6,78163.5,0,0.0,0.0366,43.1,1176,1.0,0.031523,0.031749,,
11,Station 4.1: Inspection,285.6,1834.0,77158.9,0,0.0,0.0051,0.7,136,1.0,0.003646,0.003792,,
12,Station 5: Top cover,13.8,68536.5,69090.3,0,0.0,0.0,0.0,3,1.0,0.000176,0.024919,,
13,Station 5.1: Top cover,6021.4,510.7,78299.1,1,0.00382,0.2031,265.8,1309,1.0,0.07686,0.077407,,
14,Station 6: Packaging,0.0,,,0,0.0,0.0,0.0,0,1.0,0.0,0.0,,
15,Station 6.1: Packaging,5248.0,554.3,78342.1,0,0.0,0.0,0.0,1312,1.0,0.066988,0.067466,,
