station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,520618.0407,0.0,576147.1022,14,0.111682,19.1044,89293.8247,4674,0.989226,0.900938,0.90362,,
2,Station 1.1: Bottom cover,518689.3529,0.0,576108.3022,14,0.181779,24.7104,115817.7451,4687,0.993443,0.897601,0.900333,,
3,Station 2: Drill station,564270.3976,151.2,576407.3022,6,0.303837,99.5153,321633.49,3232,0.983057,0.976479,0.979201,,
4,Station 2.1: Drill station,559162.7522,191.2,576366.5022,7,0.269543,93.9803,300548.8424,3198,0.982491,0.967641,0.970473,,
5,Station 2.2: Drill station,528055.1376,303.4,576331.3022,6,0.155475,60.7097,183525.3199,3023,0.987693,0.913808,0.916718,,
6,Station 3: Robot cell,570916.8,367.0,576890.4022,3,0.34332,232.8608,474104.6433,2036,1.0,0.987981,0.990275,,
7,Station 3.1: Robot cell,567632.7845,447.0,577081.8022,3,0.223394,202.8002,403977.9705,1992,0.986073,0.982298,0.984389,,
8,Station 3.2: Robot cell,557509.2933,599.2,577124.6022,3,0.118522,158.1087,308153.8191,1949,0.986367,0.964779,0.967016,,
9,Station 3.3: Robot cell,541727.6,603.8,576960.6022,2,0.098798,143.8834,275248.8616,1913,1.0,0.937469,0.939917,,
10,Station 3.4: Robot cell,504786.7303,800.6,576814.6022,2,0.056289,131.2009,228420.8193,1741,0.987613,0.873542,0.876345,,
11,Station 4: Inspection,555793.7916,649.6,577258.4022,10,0.429762,103.5107,496644.5726,4798,0.996631,0.961811,0.963901,,
12,Station 4.1: Inspection,529668.0099,966.4,577341.2022,10,0.321225,87.9211,401799.6264,4570,0.996309,0.916599,0.918965,,
13,Station 5: Top cover,517419.1072,1300.2,577647.0022,12,0.132207,46.0411,138952.0382,3018,0.993632,0.895403,0.897757,,
14,Station 5.1: Top cover,547751.7146,1015.8,577564.2022,4,0.162289,65.4526,209317.4308,3198,0.993007,0.947894,0.950053,,
15,Station 5.2: Top cover,558234.914,878.2,577477.0022,6,0.292142,94.4762,306575.3429,3245,0.98752,0.966035,0.968151,,
16,Station 6: Packaging,527624.3148,1448.8,577862.0022,13,0.100694,47.0537,216823.5963,4608,0.995078,0.913063,0.915358,,
17,Station 6.1: Packaging,543945.2723,1092.0,577767.6022,14,0.137568,54.122,257295.9324,4754,0.994519,0.941307,0.943243,,
