station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,518737.4,14,0.027613,3.6472,15982.0,4382,1.0,0.94464,0.947802,,
2,Station 1.1: Bottom cover,491660.4,0.0,518814.6,13,0.023505,3.1396,13757.8,4382,1.0,0.94464,0.947661,,
3,Station 2: Drill station,516963.2,151.2,519056.0,1,0.001026,14.2973,41805.2,2924,1.0,0.993255,0.996258,,
4,Station 2.1: Drill station,516609.6,191.2,519020.8,1,0.000684,13.1413,38399.0,2922,1.0,0.992575,0.995721,,
5,Station 2.2: Drill station,515902.4,303.4,518980.0,1,0.000685,12.8019,37355.8,2918,1.0,0.991217,0.994651,,
6,Station 3: Robot cell,519002.4,367.0,519434.0,1,0.259555,254.5288,446189.0,1753,1.0,0.997173,0.999876,,
7,Station 3.1: Robot cell,519094.0,447.0,519611.8,1,0.144324,228.999,401435.2,1753,1.0,0.997349,0.999864,,
8,Station 3.2: Robot cell,519116.4,599.2,519758.8,1,0.086089,214.0709,375480.3,1754,1.0,0.997392,0.999917,,
9,Station 3.3: Robot cell,518600.8,603.8,519506.4,1,0.052481,191.7248,336093.5,1753,1.0,0.996401,0.999418,,
10,Station 3.4: Robot cell,518701.2,800.6,519721.7,1,0.034837,175.8174,307856.3,1751,1.0,0.996594,0.999576,,
11,Station 4: Inspection,515911.2,649.6,519958.3,2,0.330294,94.1928,413223.9,4387,1.0,0.991234,0.993458,,
12,Station 4.1: Inspection,514735.2,966.4,519975.4,2,0.288097,88.547,387570.3,4377,1.0,0.988974,0.991765,,
13,Station 5: Top cover,509716.8,1300.2,520162.9,0,0.0,7.7528,22607.2,2916,1.0,0.979332,0.982373,,
14,Station 5.1: Top cover,510416.0,1015.8,520261.2,0,0.0,7.7678,22681.9,2920,1.0,0.980675,0.982996,,
15,Station 5.2: Top cover,511814.4,878.2,520244.1,0,0.0,8.7331,25570.4,2928,1.0,0.983362,0.98546,,
16,Station 6: Packaging,507848.0,1448.8,520435.1,0,0.0,37.0443,162179.8,4378,1.0,0.975742,0.978538,,
17,Station 6.1: Packaging,508776.0,1092.0,520473.9,0,0.0,37.1788,163066.0,4386,1.0,0.977525,0.97958,,
