station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,518424.6,6,0.004792,0.0422,184.8,4382,1.0,0.05567,0.055787,,
2,Station 1.1: Bottom cover,28921.2,0.0,518502.6,6,0.004792,0.0422,184.8,4382,1.0,0.05567,0.055778,,
3,Station 2: Drill station,85623.2,45.6,518572.0,2,0.000972,0.6089,5012.8,8233,1.0,0.164814,0.165128,,
4,Station 2.1: Drill station,5522.4,72.2,514961.2,2,0.009416,0.1503,79.8,531,1.0,0.01063,0.010725,,
5,Station 3: Robot cell,518793.6,95.0,518888.6,2,0.160939,251.2395,438664.2,1746,1.0,0.998614,1.0,,
6,Station 3.1: Robot cell,518860.8,135.0,518995.8,1,0.122368,223.8019,393220.0,1757,1.0,0.998743,1.0,,
7,Station 3.2: Robot cell,519032.4,181.6,519214.0,1,0.098286,213.7539,374069.4,1750,1.0,0.999074,1.0,,
8,Station 3.3: Robot cell,518903.2,185.4,519088.6,1,0.088788,198.068,348005.4,1757,1.0,0.998825,1.0,,
9,Station 3.4: Robot cell,518924.8,232.0,519192.2,1,0.04504,171.9859,301663.2,1754,1.0,0.998866,0.999932,,
10,Station 4: Inspection,15928.5,377.6,519313.3,1,0.000659,0.0308,233.7,7585,1.0,0.03066,0.030695,,
11,Station 4.1: Inspection,2475.9,4771.6,519315.1,0,0.0,0.003,3.5,1179,1.0,0.004766,0.004812,,
12,Station 5: Top cover,487.6,47159.5,519450.7,0,0.0,0.0,0.0,106,1.0,0.000939,0.001032,,
13,Station 5.1: Top cover,39826.8,510.7,519448.9,1,0.001502,0.1055,913.6,8658,1.0,0.076662,0.076747,,
14,Station 6: Packaging,44.0,137665.5,443613.3,0,0.0,0.0,0.0,11,1.0,8.5e-05,0.000144,,
15,Station 6.1: Packaging,35012.0,554.3,519513.7,0,0.0,0.0,0.0,8753,1.0,0.067394,0.067466,,
