order_id,due date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
1,226121,3,FUSE0,10,FUSE1,10,FUSE2,11
2,38362,2,FUSE0,9,FUSE1,9,FUSE2,9
3,160988,1,FUSE0,8,FUSE1,8,FUSE2,9
4,527034,1,FUSE0,9,FUSE1,9,FUSE2,9
5,382999,4,FUSE0,9,FUSE1,8,FUSE2,9
6,126704,2,FUSE0,9,FUSE1,9,FUSE2,10
7,509862,1,FUSE0,7,FUSE1,7,FUSE2,8
8,400484,1,FUSE0,8,FUSE1,8,FUSE2,7
9,25485,1,FUSE0,9,FUSE1,9,FUSE2,8
10,254427,1,FUSE0,10,FUSE1,9,FUSE2,10
11,303521,1,FUSE0,7,FUSE1,7,FUSE2,8
12,153164,1,FUSE0,8,FUSE1,7,FUSE2,8
13,65576,4,FUSE0,9,FUSE1,9,FUSE2,8
14,165233,3,FUSE0,8,FUSE1,8,FUSE2,8
15,360467,1,FUSE0,10,FUSE1,10,FUSE2,10
16,504680,5,FUSE0,9,FUSE1,9,FUSE2,8
17,528149,1,FUSE0,8,FUSE1,8,FUSE2,8
18,158177,3,FUSE0,9,FUSE1,9,FUSE2,9
19,443070,2,FUSE0,7,FUSE1,7,FUSE2,7
20,362820,1,FUSE0,7,FUSE1,7,FUSE2,8
21,277613,4,FUSE0,10,FUSE1,10,FUSE2,10
22,348078,5,FUSE0,8,FUSE1,9,FUSE2,9
23,524245,1,FUSE0,8,FUSE1,8,FUSE2,9
24,79138,5,FUSE0,7,FUSE1,7,FUSE2,7
25,185156,1,FUSE0,8,FUSE1,8,FUSE2,7
26,295589,2,FUSE0,8,FUSE1,8,FUSE2,8
27,438336,1,FUSE0,9,FUSE1,9,FUSE2,10
28,559190,3,FUSE0,7,FUSE1,7,FUSE2,7
29,209460,1,FUSE0,9,FUSE1,9,FUSE2,9
30,310315,1,FUSE0,7,FUSE1,8,FUSE2,8
31,25624,1,FUSE0,8,FUSE1,8,FUSE2,9
32,522425,3,FUSE0,6,FUSE1,6,FUSE2,6
33,496170,1,FUSE0,9,FUSE1,9,FUSE2,10
34,563720,2,FUSE0,10,FUSE1,10,FUSE2,9
35,457230,2,FUSE0,8,FUSE1,7,FUSE2,8
36,551525,1,FUSE0,9,FUSE1,9,FUSE2,10
37,293065,1,FUSE0,8,FUSE1,8,FUSE2,9
38,464766,1,FUSE0,8,FUSE1,8,FUSE2,9
39,400059,1,FUSE0,7,FUSE1,7,FUSE2,7
40,568110,1,FUSE0,8,FUSE1,8,FUSE2,9
41,321710,1,FUSE0,9,FUSE1,9,FUSE2,9
42,26533,5,FUSE0,8,FUSE1,8,FUSE2,7
43,430314,1,FUSE0,11,FUSE1,11,FUSE2,11
44,193385,1,FUSE0,9,FUSE1,9,FUSE2,10
45,487103,1,FUSE0,9,FUSE1,9,FUSE2,10
46,383519,1,FUSE0,7,FUSE1,7,FUSE2,7
47,255218,1,FUSE0,7,FUSE1,7,FUSE2,8
48,279764,1,FUSE0,8,FUSE1,8,FUSE2,8
49,301273,1,FUSE0,9,FUSE1,8,FUSE2,9
50,129428,4,FUSE0,8,FUSE1,9,FUSE2,9
51,216975,5,FUSE0,8,FUSE1,8,FUSE2,8
52,551743,1,FUSE0,7,FUSE1,7,FUSE2,9
53,330105,1,FUSE0,9,FUSE1,9,FUSE2,10
54,573659,1,FUSE0,8,FUSE1,8,FUSE2,9
55,366080,1,FUSE0,8,FUSE1,9,FUSE2,9
56,307052,5,FUSE0,8,FUSE1,8,FUSE2,8
57,132813,1,FUSE0,8,FUSE1,8,FUSE2,8
58,139827,1,FUSE0,9,FUSE1,9,FUSE2,8
59,411797,5,FUSE0,9,FUSE1,9,FUSE2,9
60,151095,1,FUSE0,8,FUSE1,8,FUSE2,9
61,285322,1,FUSE0,8,FUSE1,8,FUSE2,8
62,278014,1,FUSE0,8,FUSE1,8,FUSE2,8
63,207706,1,FUSE0,9,FUSE1,8,FUSE2,9
64,355931,1,FUSE0,8,FUSE1,8,FUSE2,9
65,37224,1,FUSE0,8,FUSE1,9,FUSE2,9
66,193210,1,FUSE0,6,FUSE1,6,FUSE2,6
67,165486,5,FUSE0,10,FUSE1,9,FUSE2,10
68,560537,1,FUSE0,9,FUSE1,9,FUSE2,8
69,46659,5,FUSE0,8,FUSE1,8,FUSE2,8
70,111820,2,FUSE0,8,FUSE1,8,FUSE2,9
71,510599,1,FUSE0,8,FUSE1,7,FUSE2,8
72,137953,1,FUSE0,7,FUSE1,7,FUSE2,8
73,237466,2,FUSE0,8,FUSE1,8,FUSE2,9
74,309343,5,FUSE0,9,FUSE1,9,FUSE2,9
75,353087,2,FUSE0,8,FUSE1,8,FUSE2,8
76,405564,3,FUSE0,9,FUSE1,9,FUSE2,9
77,259740,3,FUSE0,7,FUSE1,8,FUSE2,8
78,263327,2,FUSE0,8,FUSE1,7,FUSE2,8
79,265418,1,FUSE0,8,FUSE1,8,FUSE2,7
80,279344,1,FUSE0,7,FUSE1,7,FUSE2,8
81,520460,5,FUSE0,9,FUSE1,9,FUSE2,10
82,446029,1,FUSE0,10,FUSE1,9,FUSE2,10
83,119571,1,FUSE0,8,FUSE1,8,FUSE2,9
84,239001,1,FUSE0,8,FUSE1,9,FUSE2,9
85,315278,1,FUSE0,9,FUSE1,9,FUSE2,10
86,307910,1,FUSE0,10,FUSE1,10,FUSE2,10
87,304170,1,FUSE0,9,FUSE1,9,FUSE2,10
88,480885,1,FUSE0,6,FUSE1,6,FUSE2,7
89,90631,1,FUSE0,10,FUSE1,10,FUSE2,11
90,511234,1,FUSE0,9,FUSE1,9,FUSE2,8
91,305144,1,FUSE0,8,FUSE1,8,FUSE2,8
92,317670,1,FUSE0,7,FUSE1,7,FUSE2,6
93,401358,1,FUSE0,9,FUSE1,9,FUSE2,9
94,210184,1,FUSE0,6,FUSE1,6,FUSE2,6
95,351039,2,FUSE0,7,FUSE1,7,FUSE2,8
96,116488,1,FUSE0,7,FUSE1,7,FUSE2,6
97,434203,1,FUSE0,8,FUSE1,8,FUSE2,9
98,173628,3,FUSE0,8,FUSE1,7,FUSE2,8
99,330248,1,FUSE0,9,FUSE1,9,FUSE2,8
100,151780,1,FUSE0,9,FUSE1,9,FUSE2,8
101,341714,3,FUSE0,8,FUSE1,8,FUSE2,9
102,288251,1,FUSE0,9,FUSE1,9,FUSE2,10
103,70924,1,FUSE0,7,FUSE1,7,FUSE2,7
104,545878,1,FUSE0,8,FUSE1,8,FUSE2,8
105,444139,2,FUSE0,8,FUSE1,8,FUSE2,7
106,343213,1,FUSE0,9,FUSE1,9,FUSE2,10
107,67973,2,FUSE0,8,FUSE1,8,FUSE2,9
108,433701,3,FUSE0,7,FUSE1,7,FUSE2,8
109,466450,3,FUSE0,8,FUSE1,8,FUSE2,8
110,534299,2,FUSE0,8,FUSE1,9,FUSE2,9
