disruption_type,station_id,start_time,end_time,efficiency_percentage,order_id,due_date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
emergency_order,,3039,,,364,11572,5,FUSE0,8,FUSE1,7,FUSE2,8
inspection_failure,6.1,4027,,,,,,,,,,,
PLC Failure,6.1,4497,7664,0,,,,,,,,,
efficiency_loss,6.1,11579,12004,15,,,,,,,,,
Drill To Dull,2,16188,22898,0,,,,,,,,,
emergency_order,,25323,,,361,51916,5,FUSE0,10,FUSE1,12,FUSE2,6
Drill To Dull,2.1,31278,38730,0,,,,,,,,,
efficiency_loss,5,44204,45678,25,,,,,,,,,
emergency_order,,50919,,,365,63422,5,FUSE0,9,FUSE1,9,FUSE2,9
emergency_order,,52393,,,353,105672,5,FUSE0,7,FUSE1,9,FUSE2,11
Bottom Cover Misaligned,1.1,57944,59715,0,,,,,,,,,
PLC Failure,5.2,93322,96336,0,,,,,,,,,
Top Cover Misaligned,5.1,95180,97088,0,,,,,,,,,
PLC Failure,2.1,96055,98721,0,,,,,,,,,
emergency_order,,107112,,,363,120766,5,FUSE0,9,FUSE1,8,FUSE2,9
Top Cover Stuck,5.2,110560,112808,0,,,,,,,,,
emergency_order,,114592,,,351,123726,5,FUSE0,11,FUSE1,10,FUSE2,7
PLC Failure,6,116821,119665,0,,,,,,,,,
Top Cover Misaligned,5.2,123508,125458,0,,,,,,,,,
efficiency_loss,2,123594,124281,17,,,,,,,,,
emergency_order,,127008,,,360,136970,5,FUSE0,7,FUSE1,7,FUSE2,8
emergency_order,,133836,,,359,147738,5,FUSE0,8,FUSE1,9,FUSE2,11
emergency_order,,134529,,,357,154325,5,FUSE0,10,FUSE1,10,FUSE2,6
efficiency_loss,5.2,152119,153488,59,,,,,,,,,
Top Cover Stuck,5,155235,157315,0,,,,,,,,,
emergency_order,,167512,,,362,178950,5,FUSE0,8,FUSE1,10,FUSE2,11
PLC Failure,1,176157,178821,0,,,,,,,,,
efficiency_loss,4,251818,252531,66,,,,,,,,,
efficiency_loss,5,257965,259311,47,,,,,,,,,
Bottom Cover Misaligned,1,258799,260446,0,,,,,,,,,
inspection_failure,4.1,263095,,,,,,,,,,,
emergency_order,,263726,,,356,279207,5,FUSE0,9,FUSE1,9,FUSE2,7
efficiency_loss,2.1,269395,270019,31,,,,,,,,,
Cover Wrong Orientation,3.4,272930,280088,0,,,,,,,,,
PLC Failure,2,280372,283453,0,,,,,,,,,
efficiency_loss,1,310045,311084,88,,,,,,,,,
Misaligned Material,3.2,319728,327606,0,,,,,,,,,
efficiency_loss,4.1,347096,347780,51,,,,,,,,,
efficiency_loss,1.1,347380,348391,34,,,,,,,,,
Drill To Dull,2.2,367825,374937,0,,,,,,,,,
inspection_failure,4,378821,,,,,,,,,,,
emergency_order,,379708,,,358,394829,5,FUSE0,7,FUSE1,6,FUSE2,12
Top Cover Misaligned,5,381372,382972,0,,,,,,,,,
Top Cover Stuck,5.1,390941,393074,0,,,,,,,,,
Bottom Cover Stuck,1.1,392356,394374,0,,,,,,,,,
efficiency_loss,6,414236,414555,48,,,,,,,,,
emergency_order,,414728,,,354,429783,5,FUSE0,9,FUSE1,9,FUSE2,10
efficiency_loss,5.2,439071,440332,21,,,,,,,,,
efficiency_loss,5.1,454181,455570,47,,,,,,,,,
efficiency_loss,5.1,465404,466773,46,,,,,,,,,
emergency_order,,487882,,,352,502248,5,FUSE0,9,FUSE1,11,FUSE2,9
Camera Dirty,4,493559,495506,0,,,,,,,,,
Misaligned Material,3.1,510199,518247,0,,,,,,,,,
Camera Dirty,4.1,532532,534665,0,,,,,,,,,
inspection_failure,6,541455,,,,,,,,,,,
Bottom Cover Stuck,1,544871,546786,0,,,,,,,,,
efficiency_loss,2.2,546685,547269,40,,,,,,,,,
emergency_order,,552864,,,366,563559,5,FUSE0,7,FUSE1,7,FUSE2,8
emergency_order,,553840,,,355,562617,5,FUSE0,8,FUSE1,8,FUSE2,7
efficiency_loss,4.1,559058,559676,74,,,,,,,,,
efficiency_loss,4,560242,561068,14,,,,,,,,,
