station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30591.0,0.0,564502.2,6,0.009054,0.0869,403.2,4639,0.987751,0.054094,0.054191,,
2,Station 1.1: Bottom cover,30663.6,0.0,564416.4,6,0.009028,0.0874,406.4141,4652,0.99313,0.054223,0.054328,,
3,Station 2: Drill station,96938.4224,45.6,564551.6,2,0.001889,2.5545,21639.3451,8471,0.983928,0.171417,0.171723,,
4,Station 2.1: Drill station,8611.2,72.2,563595.0,2,0.012019,0.3761,312.8785,832,0.989406,0.015227,0.015281,,
5,Station 3: Robot cell,555648.8,95.0,564981.4,2,0.516979,317.2812,625995.9027,1973,1.0,0.982558,0.983647,,
6,Station 3.1: Robot cell,555480.4029,135.0,565021.4,3,0.413043,279.6943,540369.3492,1932,0.983696,0.98226,0.983349,,
7,Station 3.2: Robot cell,554055.6881,181.6,565100.4,2,0.241486,224.1563,434414.8208,1938,0.987054,0.979741,0.98077,,
8,Station 3.3: Robot cell,551351.2,185.4,565166.2,2,0.19406,177.749,347143.7591,1953,1.0,0.974958,0.975876,,
9,Station 3.4: Robot cell,547901.2,232.0,565212.8,1,0.090113,128.7623,250056.3063,1942,1.0,0.968858,0.96977,,
10,Station 4: Inspection,21256.9489,377.6,565333.9,1,0.000384,1.0199,7967.5822,7812,0.991318,0.037589,0.037626,,
11,Station 4.1: Inspection,3099.3623,4682.4,555160.5029,0,0.0,0.0086,12.7,1475,0.990731,0.005481,0.00563,,
12,Station 5: Top cover,1490.4,6717.9,546708.9029,0,0.0,0.017,5.5058,324,0.987321,0.002635,0.00276,,
13,Station 5.1: Top cover,47694.9366,510.7,565469.5,1,0.001784,2.4563,22028.3887,8968,0.98843,0.084339,0.084422,,
14,Station 6: Packaging,124.0,127055.7,546772.9029,0,0.0,0.0,0.0,31,0.994895,0.000219,0.000295,,
15,Station 6.1: Packaging,37006.7096,554.3,565512.5,0,0.0,0.0035,32.5973,9251,1.0,0.065439,0.065503,,
