station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,32386.2021,0.0,556309.4011,6,0.00454,0.4635,2144.2253,4626,0.988173,0.058054,0.058216,,
2,Station 1.1: Bottom cover,30505.2,0.0,556407.0011,6,0.004536,0.0515,238.3921,4630,0.990397,0.054682,0.054825,,
3,Station 2: Drill station,97171.7711,45.6,556476.4011,2,0.001053,2.6108,22324.566,8551,0.985059,0.174186,0.174634,,
4,Station 2.1: Drill station,7300.8,72.2,554297.4011,2,0.007092,0.2064,145.4974,705,0.988002,0.013087,0.013173,,
5,Station 3: Robot cell,557196.2011,95.0,557641.4011,4,0.773927,395.6852,764859.5615,1933,0.986748,0.998808,0.999372,,
6,Station 3.1: Robot cell,554901.9989,135.0,557045.8011,2,0.317136,242.7705,474616.3116,1955,1.0,0.994696,0.996393,,
7,Station 3.2: Robot cell,554033.6595,181.6,557123.4011,2,0.178054,202.1515,390556.7101,1932,0.989684,0.993139,0.994778,,
8,Station 3.3: Robot cell,551930.4116,185.4,556955.0011,2,0.153806,170.3407,326713.503,1918,0.987074,0.989369,0.991308,,
9,Station 3.4: Robot cell,544119.5233,232.0,556682.6011,1,0.058792,131.3759,248037.7816,1888,0.985848,0.975367,0.97784,,
10,Station 4: Inspection,18520.9275,377.6,557682.5011,2,0.000378,0.8679,6897.5509,7947,0.991672,0.0332,0.033233,,
11,Station 4.1: Inspection,2731.239,1834.0,555469.3011,0,0.0,0.0076,9.9,1296,0.996314,0.004896,0.004933,,
12,Station 5: Top cover,1403.0,22551.5,505881.7011,0,0.0,0.0351,10.7,305,0.992982,0.002515,0.002903,,
13,Station 5.1: Top cover,48599.2243,510.7,557818.1011,2,0.001342,2.68,23962.0598,8941,0.986685,0.087117,0.087204,,
14,Station 6: Packaging,240.0,63781.3,458865.3011,0,0.0,0.0,0.0,60,1.0,0.00043,0.000607,,
15,Station 6.1: Packaging,36755.9998,554.3,557861.1011,0,0.0,0.0073,67.3725,9181,0.995352,0.065887,0.065953,,
