station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28947.6,0.0,519289.6,6,0.004788,0.0426,186.8,4386,1.0,0.055637,0.055745,,
2,Station 1.1: Bottom cover,28894.8,0.0,519314.0,6,0.004795,0.0429,187.8,4380,1.0,0.055536,0.05564,,
3,Station 2: Drill station,85238.4,45.6,519383.4,2,0.000976,0.5794,4750.4,8199,1.0,0.163829,0.164129,,
4,Station 2.1: Drill station,5907.2,72.2,519205.6,2,0.008803,0.1426,81.0,568,1.0,0.011354,0.011379,,
5,Station 3: Robot cell,519913.6,95.0,520070.0,2,0.43697,310.0432,548466.4,1769,1.0,0.999277,0.999882,,
6,Station 3.1: Robot cell,519856.4,135.0,520018.0,1,0.249718,244.1619,433143.2,1774,1.0,0.999167,0.999949,,
7,Station 3.2: Robot cell,519412.0,181.6,519862.8,1,0.070661,170.0326,300787.6,1769,1.0,0.998313,0.999482,,
8,Station 3.3: Robot cell,518892.8,185.4,519763.2,1,0.388322,235.0791,414679.6,1764,1.0,0.997315,0.998682,,
9,Station 3.4: Robot cell,516855.6,232.0,519933.6,1,0.003993,111.8559,196083.4,1753,1.0,0.9934,0.994524,,
10,Station 4: Inspection,15649.2,377.6,520111.1,0,0.0,0.0386,287.8,7452,1.0,0.030078,0.03011,,
11,Station 4.1: Inspection,2755.2,1834.0,519487.5,0,0.0,0.0057,7.5,1312,1.0,0.005296,0.005322,,
12,Station 5: Top cover,501.4,22551.5,492731.5,0,0.0,0.0229,2.5,109,1.0,0.000964,0.001066,,
13,Station 5.1: Top cover,39813.0,510.7,520246.7,1,0.000578,0.1534,1328.0,8655,1.0,0.076521,0.076602,,
14,Station 6: Packaging,36.0,84112.1,252515.1,0,0.0,0.0,0.0,9,1.0,6.9e-05,0.000214,,
15,Station 6.1: Packaging,35020.0,554.3,520289.7,0,0.0,0.0023,20.4,8757,1.0,0.067309,0.06738,,
