station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,74613.0,0.0,78581.3,14,0.181682,23.9012,15918.2,666,1.0,0.929491,0.949501,,
2,Station 1.1: Bottom cover,74500.8,0.0,78504.1,13,0.154887,20.8564,13869.5,665,1.0,0.928093,0.949005,,
3,Station 2: Drill station,78322.4,151.2,78681.9,1,0.002252,29.7034,13188.3,444,1.0,0.9757,0.997348,,
4,Station 2.1: Drill station,78322.4,191.2,78762.7,0,0.0,27.9518,12410.6,444,1.0,0.9757,0.99683,,
5,Station 2.2: Drill station,78322.4,303.4,78837.9,0,0.0,28.8097,12791.5,444,1.0,0.9757,0.997299,,
6,Station 3: Robot cell,78833.2,367.0,79258.8,1,0.174242,227.4451,60045.5,264,1.0,0.982064,0.999257,,
7,Station 3.1: Robot cell,78807.2,447.0,79339.2,1,0.11194,211.3444,56640.3,268,1.0,0.98174,0.998923,,
8,Station 3.2: Robot cell,78820.0,599.2,79470.8,1,0.074906,183.4918,48992.3,267,1.0,0.981899,0.999346,,
9,Station 3.3: Robot cell,78518.4,603.8,79374.0,1,0.067164,182.9455,49029.4,268,1.0,0.978142,0.996803,,
10,Station 3.4: Robot cell,78560.8,800.6,79540.8,1,0.029963,167.5386,44732.8,267,1.0,0.97867,0.997722,,
11,Station 4: Inspection,78556.8,649.6,79792.2,2,0.349776,96.6691,64671.6,669,1.0,0.97862,0.992598,,
12,Station 4.1: Inspection,77733.6,966.4,79651.4,2,0.294562,89.1006,58984.6,662,1.0,0.968365,0.987909,,
13,Station 5: Top cover,77086.8,1300.2,79957.2,0,0.0,6.1765,2730.0,442,1.0,0.960308,0.980037,,
14,Station 5.1: Top cover,77611.2,1015.8,80098.0,0,0.0,6.7663,3011.0,445,1.0,0.966841,0.981399,,
15,Station 5.2: Top cover,77611.2,878.2,79974.4,0,0.0,6.5353,2908.2,445,1.0,0.966841,0.981225,,
16,Station 6: Packaging,76792.0,1448.8,80226.2,0,0.0,36.9379,24489.8,663,1.0,0.956635,0.974797,,
17,Station 6.1: Packaging,77372.0,1092.0,80273.0,0,0.0,36.7251,24532.4,668,1.0,0.963861,0.977154,,
