station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,519862.9,14,0.027538,3.8079,16732.1,4394,1.0,0.942542,0.94575,,
2,Station 1.1: Bottom cover,491660.4,0.0,519940.1,13,0.023441,3.306,14526.6,4394,1.0,0.942542,0.94561,,
3,Station 2: Drill station,517493.6,151.2,520069.1,1,0.002382,26.8652,78956.7,2939,1.0,0.992065,0.995337,,
4,Station 2.1: Drill station,516786.4,191.2,520166.3,1,0.001703,23.3356,68513.2,2936,1.0,0.99071,0.993868,,
5,Station 2.2: Drill station,515195.2,303.4,520225.1,1,0.000683,18.4803,54091.7,2927,1.0,0.987659,0.990909,,
6,Station 3: Robot cell,520547.6,367.0,520973.2,2,0.623516,332.8062,588734.1,1769,1.0,0.99792,0.999887,,
7,Station 3.1: Robot cell,519807.6,447.0,520661.6,2,0.188701,209.3779,370598.9,1770,1.0,0.996501,0.999218,,
8,Station 3.2: Robot cell,519482.8,599.2,520858.4,1,0.324844,232.9102,411552.3,1767,1.0,0.995879,0.998508,,
9,Station 3.3: Robot cell,518456.4,603.8,520646.4,1,0.045403,148.76,262115.2,1762,1.0,0.993911,0.99695,,
10,Station 3.4: Robot cell,516093.6,800.6,520638.4,1,0.046564,126.5501,222854.7,1761,1.0,0.989381,0.992797,,
11,Station 4: Inspection,516734.4,649.6,521129.8,2,0.332804,94.6495,416930.9,4405,1.0,0.99061,0.992803,,
12,Station 4.1: Inspection,513912.0,966.4,521075.0,2,0.249601,83.06,364051.9,4383,1.0,0.985199,0.988086,,
13,Station 5: Top cover,508668.0,1300.2,521380.8,0,0.0,9.1718,26809.1,2923,1.0,0.975146,0.978056,,
14,Station 5.1: Top cover,510940.4,1015.8,521435.6,0,0.0,10.3775,30468.4,2936,1.0,0.979502,0.981785,,
15,Station 5.2: Top cover,512338.8,878.2,521297.6,1,0.00034,12.5363,36907.0,2944,1.0,0.982183,0.984473,,
16,Station 6: Packaging,507616.0,1448.8,521595.8,1,0.001367,36.5529,160430.7,4389,1.0,0.973129,0.975909,,
17,Station 6.1: Packaging,509008.0,1092.0,521632.6,1,0.003863,37.3534,164392.1,4401,1.0,0.975798,0.977845,,
