station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,520015.8,14,0.027531,3.7929,16670.0,4395,1.0,0.942263,0.945472,,
2,Station 1.1: Bottom cover,491660.4,0.0,520049.8,13,0.023436,3.2904,14461.1,4395,1.0,0.942263,0.94541,,
3,Station 2: Drill station,517140.0,151.2,520173.2,1,0.00034,24.6931,72548.3,2938,1.0,0.991094,0.994458,,
4,Station 2.1: Drill station,516432.8,191.2,520254.0,0,0.0,22.868,67094.6,2934,1.0,0.989739,0.99302,,
5,Station 2.2: Drill station,515902.4,303.4,520329.2,0,0.0,24.3873,71479.1,2931,1.0,0.988722,0.992071,,
6,Station 3: Robot cell,520724.0,367.0,521149.6,2,0.802365,365.935,649900.6,1776,1.0,0.997963,0.999887,,
7,Station 3.1: Robot cell,520206.4,447.0,520954.7,2,0.57764,299.105,529714.9,1771,1.0,0.996971,0.999421,,
8,Station 3.2: Robot cell,519389.6,599.2,520668.5,1,0.062783,148.4993,262546.8,1768,1.0,0.995405,0.998693,,
9,Station 3.3: Robot cell,517662.0,603.8,520791.4,1,0.003977,112.0528,197213.0,1760,1.0,0.992094,0.995145,,
10,Station 3.4: Robot cell,515745.2,800.6,520810.6,0,0.0,97.8705,171664.9,1754,1.0,0.988421,0.991799,,
11,Station 4: Inspection,516969.6,649.6,521306.2,2,0.369018,98.4146,433909.8,4409,1.0,0.990767,0.992919,,
12,Station 4.1: Inspection,513676.8,966.4,521184.8,2,0.279845,87.7892,384604.6,4381,1.0,0.984457,0.987425,,
13,Station 5: Top cover,508842.8,1300.2,521461.3,0,0.0,8.9495,26159.5,2923,1.0,0.975193,0.978241,,
14,Station 5.1: Top cover,510765.6,1015.8,521612.0,0,0.0,10.6813,31349.6,2935,1.0,0.978878,0.981117,,
15,Station 5.2: Top cover,512338.8,878.2,521495.7,0,0.0,11.6724,34352.0,2943,1.0,0.981893,0.984098,,
16,Station 6: Packaging,507152.0,1448.8,521670.7,1,0.000228,36.4122,159667.7,4385,1.0,0.971952,0.974876,,
17,Station 6.1: Packaging,509472.0,1092.0,521787.0,1,0.007946,38.2492,168487.8,4405,1.0,0.976398,0.978446,,
