station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,520139.168,0.0,603970.767,14,0.18898,38.9629,181021.6297,4646,0.988343,0.85867,0.861199,,
2,Station 1.1: Bottom cover,516948.6536,0.0,604009.567,14,0.092218,18.5137,86125.547,4652,0.993925,0.853403,0.855862,,
3,Station 2: Drill station,548476.7493,151.2,604267.367,23,0.182486,98.1165,307006.5589,3129,0.987635,0.905451,0.907899,,
4,Station 2.1: Drill station,546673.4325,191.2,604226.567,24,0.20812,104.9856,328395.0443,3128,0.988844,0.902474,0.905035,,
5,Station 2.2: Drill station,544784.3023,303.4,604185.767,24,0.175225,101.5206,316338.1453,3116,0.987795,0.899356,0.902136,,
6,Station 3: Robot cell,550535.295,367.0,604693.867,14,0.161021,179.2261,343934.8813,1919,0.987889,0.90885,0.910989,,
7,Station 3.1: Robot cell,548691.1855,447.0,604735.967,12,0.182344,159.7755,304052.7561,1903,0.989357,0.905805,0.907995,,
8,Station 3.2: Robot cell,542674.8,599.2,604881.967,1,0.0115,80.3171,153646.564,1913,1.0,0.895873,0.898048,,
9,Station 3.3: Robot cell,554732.5895,603.8,604681.067,16,0.331759,251.6874,479464.4278,1905,0.975632,0.915779,0.918314,,
10,Station 3.4: Robot cell,540011.2,800.6,604586.767,1,0.01797,76.8298,145362.0626,1892,1.0,0.891476,0.894375,,
11,Station 4: Inspection,542706.0373,649.6,605015.267,17,0.482648,111.831,522026.9366,4668,0.996238,0.895925,0.897976,,
12,Station 4.1: Inspection,538588.4898,966.4,605098.567,14,0.394272,97.5408,452979.4584,4644,0.996999,0.889127,0.891508,,
13,Station 5: Top cover,535804.6693,1300.2,605450.267,10,0.312319,131.171,407810.577,3109,0.993522,0.884532,0.886873,,
14,Station 5.1: Top cover,542654.0899,1015.8,605366.667,13,0.598017,198.5746,620942.6242,3127,0.985217,0.895839,0.897912,,
15,Station 5.2: Top cover,540879.444,878.2,605461.867,9,0.258906,126.4267,397485.4289,3144,0.993248,0.892909,0.894631,,
16,Station 6: Packaging,529556.955,1448.8,605749.667,3,0.141073,57.2354,265744.1843,4643,1.0,0.874217,0.876313,,
17,Station 6.1: Packaging,531894.896,1092.0,605645.267,2,0.145435,58.1977,270910.3033,4655,1.0,0.878077,0.879815,,
