station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30340.2,0.0,554950.2,6,0.009128,0.0902,415.0474,4601,0.988803,0.054564,0.054672,,
2,Station 1.1: Bottom cover,30459.0,0.0,554976.8,6,0.009083,0.0881,407.6,4624,0.993186,0.054778,0.054883,,
3,Station 2: Drill station,94479.783,45.6,555046.2,2,0.001893,1.9578,16549.4692,8453,0.982392,0.169913,0.170234,,
4,Station 2.1: Drill station,8028.8,72.2,554282.0,2,0.01292,0.3386,262.0625,774,0.981804,0.014439,0.014487,,
5,Station 3: Robot cell,553482.0,95.0,555668.4,3,0.577041,334.6331,655880.911,1960,1.0,0.995387,0.996236,,
6,Station 3.1: Robot cell,552468.3094,135.0,555402.8,2,0.414219,282.7403,548798.971,1941,0.991012,0.993564,0.994958,,
7,Station 3.2: Robot cell,550079.26,181.6,555787.4,2,0.33526,249.3404,474494.7252,1903,0.976678,0.989267,0.990053,,
8,Station 3.3: Robot cell,547654.8,185.4,555515.2,2,0.138144,161.0235,312385.6338,1940,1.0,0.984907,0.986179,,
9,Station 3.4: Robot cell,542011.2,232.0,555561.8,1,0.020387,109.2863,209064.7825,1913,1.0,0.974758,0.976017,,
10,Station 4: Inspection,21123.5765,377.6,555868.5,1,0.000645,0.6408,4969.132,7755,0.991155,0.037989,0.038027,,
11,Station 4.1: Inspection,3078.6,1834.0,550910.5,0,0.0,0.0042,6.2,1466,0.991132,0.005537,0.005607,,
12,Station 5: Top cover,3204.9626,17141.1,550509.3,0,0.0,9.9431,3400.55,342,0.993046,0.005764,0.006009,,
13,Station 5.1: Top cover,47446.6672,510.7,556004.1,1,0.001238,1.4239,12647.4191,8882,0.988449,0.085329,0.085414,,
14,Station 6: Packaging,284.0,31733.7,495562.1,0,0.0,0.0,0.0,71,0.995045,0.000511,0.000612,,
15,Station 6.1: Packaging,39260.7969,554.3,556047.1,1,0.000109,0.8956,8188.342,9143,0.995116,0.070607,0.070677,,
