station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,520294.1,14,0.027538,3.7655,16545.6,4394,1.0,0.941732,0.944966,,
2,Station 1.1: Bottom cover,491660.4,0.0,520344.4,13,0.023441,3.3058,14525.7,4394,1.0,0.941732,0.944875,,
3,Station 2: Drill station,517316.8,151.2,520452.7,1,0.002382,20.9972,61710.9,2939,1.0,0.990875,0.994264,,
4,Station 2.1: Drill station,516432.8,191.2,520533.5,1,0.000682,18.2357,53503.6,2934,1.0,0.989182,0.992487,,
5,Station 2.2: Drill station,515725.6,303.4,520620.2,1,0.000683,17.9666,52642.2,2930,1.0,0.987827,0.991176,,
6,Station 3: Robot cell,520845.2,367.0,521276.8,2,0.782095,363.4921,645562.0,1776,1.0,0.997633,0.999876,,
7,Station 3.1: Robot cell,520927.2,447.0,521445.0,2,0.700113,335.5452,595257.2,1774,1.0,0.99779,0.999864,,
8,Station 3.2: Robot cell,519650.0,599.2,520952.3,1,0.016949,141.9277,251212.1,1770,1.0,0.995344,0.998649,,
9,Station 3.3: Robot cell,518052.0,603.8,521132.7,1,0.005675,118.3127,208466.9,1762,1.0,0.992283,0.995242,,
10,Station 3.4: Robot cell,515040.4,800.6,520894.3,1,0.004007,104.5493,182647.7,1747,1.0,0.986515,0.990284,,
11,Station 4: Inspection,516852.0,649.6,521621.6,2,0.340064,95.2596,419904.1,4408,1.0,0.989985,0.992092,,
12,Station 4.1: Inspection,513794.4,966.4,521386.1,2,0.274989,85.2222,373443.7,4382,1.0,0.984128,0.987269,,
13,Station 5: Top cover,508668.0,1300.2,521769.9,0,0.0,9.9793,29169.4,2923,1.0,0.974309,0.977325,,
14,Station 5.1: Top cover,510765.6,1015.8,521632.3,1,0.000681,11.1836,32823.9,2935,1.0,0.978327,0.981078,,
15,Station 5.2: Top cover,512513.6,878.2,521907.4,0,0.0,12.9233,38059.2,2945,1.0,0.981675,0.983656,,
16,Station 6: Packaging,507384.0,1448.8,521922.9,1,0.000912,36.5834,160491.4,4387,1.0,0.971849,0.97485,,
17,Station 6.1: Packaging,509240.0,1092.0,522080.9,1,0.005225,37.5241,165181.1,4402,1.0,0.975404,0.977449,,
