station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,28921.2,0.0,518501.0,6,0.004792,0.0422,184.8,4382,1.0,0.055666,0.055778,,
2,Station 1.1: Bottom cover,28921.2,0.0,518582.8,6,0.004792,0.0422,184.8,4382,1.0,0.055666,0.05577,,
3,Station 2: Drill station,84354.4,45.6,518652.2,2,0.001233,0.5293,4293.1,8111,1.0,0.162361,0.162656,,
4,Station 2.1: Drill station,6791.2,72.2,516427.6,2,0.007657,0.1259,82.2,653,1.0,0.013071,0.013152,,
5,Station 3: Robot cell,518927.2,95.0,519022.2,2,0.158884,246.6831,433175.6,1756,1.0,0.998805,1.0,,
6,Station 3.1: Robot cell,519133.6,135.0,519268.6,1,0.170662,237.4023,415928.8,1752,1.0,0.999202,1.0,,
7,Station 3.2: Robot cell,519085.2,181.6,519266.8,1,0.1151,214.2909,376080.6,1755,1.0,0.999109,1.0,,
8,Station 3.3: Robot cell,518885.6,185.4,519071.0,1,0.058219,188.7624,330711.8,1752,1.0,0.998724,1.0,,
9,Station 3.4: Robot cell,518898.8,232.0,519145.0,1,0.04231,169.8571,297080.0,1749,1.0,0.99875,0.999973,,
10,Station 4: Inspection,16054.5,377.6,519347.9,0,0.0,0.0262,200.0,7645,1.0,0.030901,0.030935,,
11,Station 4.1: Inspection,2349.9,1834.0,519349.7,0,0.0,0.0054,6.0,1119,1.0,0.004523,0.004541,,
12,Station 5: Top cover,533.6,257859.3,519485.3,0,0.0,0.0,0.0,116,1.0,0.001027,0.00204,,
13,Station 5.1: Top cover,39780.8,510.7,519483.5,1,0.000578,0.1372,1186.1,8648,1.0,0.076568,0.076653,,
14,Station 6: Packaging,0.0,,,0,0.0,0.0,0.0,0,1.0,0.0,0.0,,
15,Station 6.1: Packaging,35056.0,554.3,519548.3,0,0.0,0.0021,18.0,8764,1.0,0.067474,0.067546,,
