station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,36705.4976,0.0,593974.7557,12,0.047979,11.4599,53025.1721,4627,0.988914,0.061672,0.061796,,
2,Station 1.1: Bottom cover,35688.3267,0.0,593979.3557,11,0.038486,8.2433,38125.3514,4625,0.990999,0.059963,0.060083,,
3,Station 2: Drill station,97562.3459,45.6,594048.7557,14,0.051138,15.6954,134431.274,8565,0.985996,0.163924,0.164246,,
4,Station 2.1: Drill station,13474.9658,72.2,591967.3557,8,0.059593,55.1103,37915.8536,688,0.988754,0.022641,0.022766,,
5,Station 3: Robot cell,554889.3468,95.0,594363.9557,12,0.335245,286.7446,549976.095,1918,0.987578,0.932321,0.933734,,
6,Station 3.1: Robot cell,548200.0,135.0,594741.0173,3,0.121339,182.9666,349832.1475,1912,1.0,0.921082,0.921955,,
7,Station 3.2: Robot cell,552320.9233,181.6,594909.9557,8,0.26698,240.6797,460660.8749,1914,0.99033,0.928006,0.928694,,
8,Station 3.3: Robot cell,553779.7646,185.4,594460.6015,12,0.263323,246.6464,472081.2601,1914,0.987884,0.930457,0.931857,,
9,Station 3.4: Robot cell,553565.8454,232.0,594618.7557,9,0.45936,302.3799,576638.4714,1907,0.986735,0.930098,0.931323,,
10,Station 4: Inspection,21589.5207,377.6,594991.0557,14,0.021382,4.3451,34951.9528,8044,0.992194,0.036275,0.036308,,
11,Station 4.1: Inspection,4416.3751,1834.0,594822.1173,5,0.0125,5.5417,6650.035,1200,0.996546,0.00742,0.007448,,
12,Station 5: Top cover,584.2,172000.5254,594957.7173,0,0.0,0.0,0.0,127,0.993422,0.000982,0.001381,,
13,Station 5.1: Top cover,49389.6506,510.7,595126.6557,14,0.047609,10.8851,99228.9772,9116,0.98752,0.082984,0.083061,,
14,Station 6: Packaging,4.0,507797.8557,507801.8557,0,0.0,0.0,0.0,1,1.0,7e-06,1.0,,
15,Station 6.1: Packaging,39571.2661,554.3,595169.6557,14,0.011364,3.6785,33989.6946,9240,0.995643,0.066487,0.066549,,
