disruption_type,station_id,start_time,end_time,efficiency_percentage,order_id,due_date,priority,variant0,quantity0,variant1,quantity1,variant2,quantity2
Bottom Cover Misaligned,1.1,3222,5047,0,,,,,,,,,
emergency_order,,3485,,,356,40311,5,FUSE0,14,FUSE1,17,FUSE2,16
emergency_order,,7501,,,357,37628,5,FUSE0,19,FUSE1,19,FUSE2,15
Misaligned Material,3.1,21619,28413,0,,,,,,,,,
emergency_order,,29495,,,354,53880,5,FUSE0,19,FUSE1,20,FUSE2,12
PLC Failure,5,51736,54518,0,,,,,,,,,
emergency_order,,100454,,,358,120491,5,FUSE0,21,FUSE1,21,FUSE2,22
emergency_order,,107503,,,361,121048,5,FUSE0,16,FUSE1,12,FUSE2,10
Drill To Dull,2.1,109341,116770,0,,,,,,,,,
emergency_order,,115644,,,359,140982,5,FUSE0,13,FUSE1,12,FUSE2,12
efficiency_loss,2,122277,122849,46,,,,,,,,,
efficiency_loss,6.1,123324,123713,34,,,,,,,,,
efficiency_loss,4,127539,128285,35,,,,,,,,,
inspection_failure,6,128703,,,,,,,,,,,
efficiency_loss,2.1,132863,133505,34,,,,,,,,,
emergency_order,,133103,,,353,153337,5,FUSE0,18,FUSE1,18,FUSE2,16
Top Cover Misaligned,5.1,135439,137029,0,,,,,,,,,
efficiency_loss,6,158683,159073,42,,,,,,,,,
emergency_order,,159601,,,351,189617,5,FUSE0,16,FUSE1,14,FUSE2,16
efficiency_loss,5,188066,189493,70,,,,,,,,,
Top Cover Misaligned,5,204218,206235,0,,,,,,,,,
Top Cover Stuck,5,221415,223597,0,,,,,,,,,
inspection_failure,4,224019,,,,,,,,,,,
efficiency_loss,1.1,247608,248541,17,,,,,,,,,
Drill Broke,2.1,262509,276870,0,,,,,,,,,
efficiency_loss,4.1,266331,267005,29,,,,,,,,,
Bottom Cover Stuck,1.1,276179,278153,0,,,,,,,,,
Camera Dirty,4,295888,297754,0,,,,,,,,,
inspection_failure,6.1,300700,,,,,,,,,,,
Camera Dirty,4.1,331900,333787,0,,,,,,,,,
emergency_order,,335318,,,355,353924,5,FUSE0,17,FUSE1,14,FUSE2,13
emergency_order,,349359,,,360,378852,5,FUSE0,18,FUSE1,15,FUSE2,20
Bottom Cover Stuck,1,351754,353776,0,,,,,,,,,
Misaligned Material,3.2,392144,398558,0,,,,,,,,,
efficiency_loss,5.1,393581,394614,62,,,,,,,,,
efficiency_loss,5.1,396121,397438,59,,,,,,,,,
efficiency_loss,5,396381,397997,69,,,,,,,,,
Misaligned Material,3.4,407653,413374,0,,,,,,,,,
Drill To Dull,2,443615,451451,0,,,,,,,,,
emergency_order,,449342,,,352,469272,5,FUSE0,12,FUSE1,15,FUSE2,13
PLC Failure,4,456640,459623,0,,,,,,,,,
efficiency_loss,4,502220,502957,76,,,,,,,,,
PLC Failure,1,504274,507286,0,,,,,,,,,
Top Cover Stuck,5.1,519102,521207,0,,,,,,,,,
Misaligned Material,3.3,521939,529785,0,,,,,,,,,
PLC Failure,2.1,550069,552813,0,,,,,,,,,
inspection_failure,4.1,560880,,,,,,,,,,,
Bottom Cover Misaligned,1,568692,570325,0,,,,,,,,,
