station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,519874.8858,0.0,571640.7452,14,0.121264,23.093,107405.6747,4651,0.987674,0.907554,0.909443,,
2,Station 1.1: Bottom cover,517268.7803,0.0,569592.9129,18,0.11228,19.7995,92225.963,4658,0.993576,0.903004,0.908138,,
3,Station 2: Drill station,559160.8233,151.2,571856.5452,7,0.278816,94.7907,304278.1149,3210,0.986925,0.976136,0.978058,,
4,Station 2.1: Drill station,554442.0142,191.2,569632.3129,7,0.21312,77.1859,245914.3556,3186,0.988202,0.967898,0.97366,,
5,Station 2.2: Drill station,526450.658,303.4,569556.3129,7,0.155969,70.1916,211066.0375,3007,0.987094,0.919033,0.92481,,
6,Station 3: Robot cell,565006.8491,367.0,572233.5452,3,0.518462,288.1096,569592.6884,1977,0.987193,0.986341,0.988005,,
7,Station 3.1: Robot cell,560775.7986,447.0,570225.7129,4,0.279817,204.0785,400401.9528,1962,0.988745,0.978955,0.984199,,
8,Station 3.2: Robot cell,557665.2,599.2,570253.8982,4,0.211937,168.3423,332812.7088,1977,1.0,0.973525,0.978953,,
9,Station 3.3: Robot cell,542603.5787,603.8,570089.3129,3,0.046187,125.2878,233285.9679,1862,0.974231,0.947232,0.952796,,
10,Station 3.4: Robot cell,510692.4,800.6,569918.1129,4,0.061418,97.06,173834.4036,1791,1.0,0.891524,0.897341,,
11,Station 4: Inspection,551066.262,649.6,572390.1452,10,0.571459,121.3369,575622.2412,4744,0.996022,0.962005,0.96384,,
12,Station 4.1: Inspection,530420.09,966.4,570422.3129,9,0.243604,78.4006,358526.1011,4573,0.996826,0.925963,0.931451,,
13,Station 5: Top cover,520591.8052,1332.6,570646.9588,5,0.095931,39.5818,119655.9322,3023,0.99315,0.908805,0.914419,,
14,Station 5.1: Top cover,543091.1124,1015.8,571231.5615,5,0.131017,54.2448,170165.8244,3137,0.984367,0.948083,0.952431,,
15,Station 5.2: Top cover,555701.6722,878.2,572675.9452,5,0.341975,105.2471,341000.6688,3240,0.99286,0.970097,0.97185,,
16,Station 6: Packaging,522500.7883,1551.2,571181.5982,1,0.003489,32.9434,151078.6468,4586,1.0,0.912138,0.917263,,
17,Station 6.1: Packaging,538981.2263,1092.0,572830.9452,2,0.019251,36.5921,172971.0241,4727,1.0,0.940908,0.942705,,
