station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,491660.4,0.0,519554.3,14,0.027544,3.7502,16474.7,4393,1.0,0.942998,0.946312,,
2,Station 1.1: Bottom cover,491660.4,0.0,519588.3,13,0.023441,3.3473,14708.0,4394,1.0,0.942998,0.94625,,
3,Station 2: Drill station,517140.0,151.2,519732.0,1,0.00034,23.9608,70396.8,2938,1.0,0.991868,0.995302,,
4,Station 2.1: Drill station,516609.6,191.2,519812.8,0,0.0,21.622,63460.7,2935,1.0,0.99085,0.994203,,
5,Station 2.2: Drill station,515725.6,303.4,519888.0,0,0.0,19.6246,57500.0,2930,1.0,0.989155,0.992573,,
6,Station 3: Robot cell,519980.0,367.0,520502.0,2,0.499151,292.481,516814.0,1767,1.0,0.997315,0.999702,,
7,Station 3.1: Robot cell,519833.2,447.0,520451.8,1,0.284341,228.3077,403876.3,1769,1.0,0.997033,0.99967,,
8,Station 3.2: Robot cell,519214.0,599.2,520424.4,1,0.146259,175.385,309379.1,1764,1.0,0.995846,0.998824,,
9,Station 3.3: Robot cell,518947.2,603.8,520419.0,1,0.200792,191.8833,339249.6,1768,1.0,0.995334,0.99833,,
10,Station 3.4: Robot cell,516956.0,800.6,520457.0,1,0.023282,124.5195,219278.9,1761,1.0,0.991515,0.994803,,
11,Station 4: Inspection,516734.4,649.6,520863.6,2,0.385977,99.8706,440129.8,4407,1.0,0.99109,0.993311,,
12,Station 4.1: Inspection,513912.0,966.4,520780.8,2,0.305042,90.321,395877.1,4383,1.0,0.985676,0.988645,,
13,Station 5: Top cover,508493.2,1300.2,521071.8,0,0.0,10.0052,29235.2,2922,1.0,0.975283,0.978301,,
14,Station 5.1: Top cover,510940.4,1015.8,521169.4,0,0.0,12.0004,35233.3,2936,1.0,0.979977,0.982288,,
15,Station 5.2: Top cover,512513.6,878.2,521089.0,0,0.0,14.3985,42403.7,2945,1.0,0.982994,0.985204,,
16,Station 6: Packaging,507268.0,1448.8,521380.0,1,0.000228,36.0189,157979.1,4386,1.0,0.972933,0.975644,,
17,Station 6.1: Packaging,509356.0,1092.0,521279.0,1,0.004087,37.7322,166172.6,4404,1.0,0.976938,0.979179,,
