station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,520119.9564,0.0,575709.4903,14,0.182344,26.8505,125311.4463,4667,0.988575,0.900658,0.903442,,
2,Station 1.1: Bottom cover,519660.6925,0.0,575670.0267,13,0.198121,28.0203,131247.1403,4684,0.990724,0.899863,0.902706,,
3,Station 2: Drill station,563027.58,151.2,575952.9267,7,0.226922,81.8765,265198.0832,3239,0.985567,0.974958,0.977815,,
4,Station 2.1: Drill station,555946.2984,191.2,575879.7267,6,0.201809,78.3046,251044.4558,3206,0.98841,0.962696,0.965707,,
5,Station 2.2: Drill station,523302.3844,303.4,576015.7267,6,0.165061,63.913,192442.0678,3011,0.98832,0.906169,0.908965,,
6,Station 3: Robot cell,571756.7556,367.0,576349.1267,3,0.535944,309.8959,625059.9355,2017,0.983953,0.990074,0.992664,,
7,Station 3.1: Robot cell,567535.7048,447.0,576782.2267,3,0.300405,218.5632,431443.7735,1974,0.973951,0.982765,0.984732,,
8,Station 3.2: Robot cell,560703.9739,599.2,576547.5267,3,0.288179,206.4636,406939.8343,1971,0.985082,0.970935,0.973532,,
9,Station 3.3: Robot cell,543987.7597,603.8,576437.5267,2,0.108958,129.7989,247786.042,1909,0.989058,0.941988,0.944696,,
10,Station 3.4: Robot cell,514376.937,800.6,576287.9267,2,0.051868,94.6404,169690.3067,1793,0.987544,0.890713,0.893811,,
11,Station 4: Inspection,555725.5085,649.6,576958.8267,14,0.675371,134.709,644852.0535,4787,0.991416,0.962314,0.964284,,
12,Station 4.1: Inspection,532988.6716,966.4,576791.7267,11,0.348888,91.93,421591.0147,4586,0.9912,0.922942,0.925608,,
13,Station 5: Top cover,516264.9692,1300.2,576979.9267,3,0.057769,34.7372,104628.3812,3012,0.9884,0.893983,0.896792,,
14,Station 5.1: Top cover,543641.2157,1015.8,577005.1267,4,0.106189,48.6004,154695.1367,3183,0.993506,0.941388,0.943839,,
15,Station 5.2: Top cover,558343.7282,878.2,577333.7903,6,0.218015,80.4593,263504.088,3275,0.993475,0.966848,0.968581,,
16,Station 6: Packaging,525057.9703,1448.8,577310.9267,13,0.074843,40.9959,189523.837,4623,1.0,0.909209,0.911777,,
17,Station 6.1: Packaging,540352.6976,1092.0,577488.7903,7,0.024514,38.3321,181387.5971,4732,0.995037,0.935694,0.937467,,
