station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,36325.0443,0.0,585807.2242,12,0.046144,10.6807,49302.1092,4616,0.989392,0.061893,0.062009,,
2,Station 1.1: Bottom cover,33962.3009,0.0,585880.0242,9,0.018434,5.006,23082.8845,4611,0.993544,0.057867,0.057968,,
3,Station 2: Drill station,99846.0128,45.6,585949.4242,14,0.058599,17.4699,151149.2559,8652,0.983317,0.170125,0.170414,,
4,Station 2.1: Drill station,13789.3997,72.2,585475.8242,4,0.027586,41.7064,24189.725,580,0.98276,0.023495,0.023555,,
5,Station 3: Robot cell,548596.0,95.0,586531.2242,2,0.26053,220.3162,423668.1345,1923,1.0,0.934736,0.935474,,
6,Station 3.1: Robot cell,550865.4112,135.0,586659.6242,11,0.453264,298.4797,571588.6982,1915,0.991484,0.938603,0.939203,,
7,Station 3.2: Robot cell,557370.3933,181.6,586351.6242,12,0.321857,287.2077,550577.1507,1917,0.977904,0.949687,0.950868,,
8,Station 3.3: Robot cell,545454.8,185.4,586246.0242,2,0.269874,207.0893,395954.6768,1912,1.0,0.929384,0.930714,,
9,Station 3.4: Robot cell,543612.0,232.0,586524.0242,3,0.272488,207.42,394305.5045,1901,1.0,0.926244,0.927203,,
10,Station 4: Inspection,21992.8796,377.6,586720.7242,14,0.026195,7.6413,61841.0549,8093,0.99162,0.037473,0.037509,,
11,Station 4.1: Inspection,6858.9931,1834.0,577407.5242,8,0.037201,18.9617,21407.7274,1129,0.991598,0.011687,0.011917,,
12,Station 5: Top cover,404.8,53497.3065,577543.1242,2,0.045455,0.2841,25.0,88,0.993411,0.00069,0.000772,,
13,Station 5.1: Top cover,48639.0764,510.7,586856.3242,14,0.050717,8.2861,75643.7649,9129,0.989056,0.082875,0.082953,,
14,Station 6: Packaging,32.0,383570.4059,577524.5242,0,0.0,0.0,0.0,8,0.995306,5.5e-05,0.000165,,
15,Station 6.1: Packaging,39516.8835,554.3,586899.3242,14,0.011406,4.0426,37216.1943,9206,0.995372,0.067332,0.067395,,
