station_index,station_name,busy_time_s,first_start_time_s,last_finish_time_s,max_queue_length,average_queue_length,average_wait_time_s,total_wait_time_s,units_processed,availability,utilization_overall,utilization_active_window,utilization_active_window_without_disruptions,active_order_utilization
1,Station 1: Bottom cover,30637.2,0.0,560631.0552,6,0.004518,0.0466,216.6161,4648,0.991292,0.054548,0.054648,,
2,Station 1.1: Bottom cover,32084.8297,0.0,560671.8552,14,0.027103,3.7306,17343.6574,4649,0.993448,0.057126,0.057226,,
3,Station 2: Drill station,89077.1555,45.6,560741.2552,2,0.002217,0.6643,5693.2312,8570,0.986664,0.158598,0.158869,,
4,Station 2.1: Drill station,7550.4,72.2,559347.0552,2,0.006868,0.2689,195.7406,728,0.987968,0.013443,0.0135,,
5,Station 3: Robot cell,559795.9893,95.0,561314.6552,3,0.799693,400.4557,783691.7477,1957,0.988336,0.996693,0.997463,,
6,Station 3.1: Robot cell,558337.325,135.0,561335.0552,2,0.235355,237.8522,458816.9619,1929,0.975396,0.994096,0.994899,,
7,Station 3.2: Robot cell,558402.0,181.6,561393.4552,2,0.244939,208.5231,412041.5563,1976,1.0,0.994211,0.994993,,
8,Station 3.3: Robot cell,554729.7389,185.4,561335.8552,2,0.116917,164.2254,317447.6235,1933,0.98659,0.987673,0.988558,,
9,Station 3.4: Robot cell,551214.6327,232.0,561021.8552,2,0.081025,149.8198,286605.2851,1913,0.985742,0.981415,0.982925,,
10,Station 4: Inspection,18731.5475,377.6,561474.5552,1,0.000877,0.2714,2165.9529,7980,0.991424,0.033351,0.033384,,
11,Station 4.1: Inspection,2742.6,1834.0,559687.7552,0,0.0,0.003,3.9333,1306,0.996907,0.004883,0.004916,,
12,Station 5: Top cover,1028.3875,40899.7,529914.5552,0,0.0,0.0649,14.5448,224,0.988044,0.001831,0.002103,,
13,Station 5.1: Top cover,48474.7351,510.7,561610.1552,1,0.002647,2.3427,21243.9111,9068,0.987852,0.086307,0.086392,,
14,Station 6: Packaging,236.0,40964.5,511777.3552,0,0.0,0.0,0.0,59,1.0,0.00042,0.000501,,
15,Station 6.1: Packaging,39903.8479,554.3,561653.1552,0,0.0,0.6526,6020.9315,9226,0.99466,0.071047,0.071117,,
